# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 15:20:07 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14048000 JOHN DAY RIVER AT MCDONALD FERRY, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14048000
#            TS   parameter     statistic     Description
#        113351       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113351_00060_00003	113351_00060_00003_cd
USGS	14048000	2013-12-14	274	A
USGS	14048000	2013-12-15	339	A
USGS	14048000	2013-12-16	502	A
USGS	14048000	2013-12-17	530	A:e
USGS	14048000	2013-12-18	546	A
USGS	14048000	2013-12-19	540	A:e
USGS	14048000	2013-12-20	510	A:e
USGS	14048000	2013-12-21	485	A
USGS	14048000	2013-12-22	483	A
USGS	14048000	2013-12-23	469	A
USGS	14048000	2013-12-24	449	A
USGS	14048000	2013-12-25	424	A
USGS	14048000	2013-12-26	420	A:e
USGS	14048000	2013-12-27	400	A:e
USGS	14048000	2013-12-28	420	A:e
USGS	14048000	2013-12-29	460	A:e
USGS	14048000	2013-12-30	506	A
USGS	14048000	2013-12-31	519	A
USGS	14048000	2014-01-01	478	A
USGS	14048000	2014-01-02	452	A
USGS	14048000	2014-01-03	440	A:e
USGS	14048000	2014-01-04	400	A:e
USGS	14048000	2014-01-05	360	A:e
USGS	14048000	2014-01-06	320	A:e
USGS	14048000	2014-01-07	300	A:e
USGS	14048000	2014-01-08	320	A:e
USGS	14048000	2014-01-09	360	A:e
USGS	14048000	2014-01-10	400	A:e
USGS	14048000	2014-01-11	436	A
USGS	14048000	2014-01-12	488	A
USGS	14048000	2014-01-13	520	A
USGS	14048000	2014-01-14	533	A
USGS	14048000	2014-01-15	646	A
USGS	14048000	2014-01-16	609	A
USGS	14048000	2014-01-17	556	A
USGS	14048000	2014-01-18	527	A
USGS	14048000	2014-01-19	498	A
USGS	14048000	2014-01-20	474	A
USGS	14048000	2014-01-21	453	A
USGS	14048000	2014-01-22	449	A
USGS	14048000	2014-01-23	446	A
USGS	14048000	2014-01-24	443	A
USGS	14048000	2014-01-25	445	A
USGS	14048000	2014-01-26	448	A
USGS	14048000	2014-01-27	438	A
USGS	14048000	2014-01-28	401	A
USGS	14048000	2014-01-29	419	A
USGS	14048000	2014-01-30	434	A
USGS	14048000	2014-01-31	481	A
USGS	14048000	2014-02-01	911	A
USGS	14048000	2014-02-02	983	A
USGS	14048000	2014-02-03	848	A
USGS	14048000	2014-02-04	756	A
USGS	14048000	2014-02-05	620	A:e
USGS	14048000	2014-02-06	520	A:e
USGS	14048000	2014-02-07	400	A:e
USGS	14048000	2014-02-08	360	A:e
USGS	14048000	2014-02-09	400	A:e
USGS	14048000	2014-02-10	440	A:e
USGS	14048000	2014-02-11	683	A
USGS	14048000	2014-02-12	923	A
USGS	14048000	2014-02-13	1610	A
USGS	14048000	2014-02-14	2830	A
USGS	14048000	2014-02-15	7260	A
USGS	14048000	2014-02-16	8190	A
USGS	14048000	2014-02-17	8070	A
USGS	14048000	2014-02-18	5560	A
USGS	14048000	2014-02-19	4000	A
USGS	14048000	2014-02-20	3590	A
USGS	14048000	2014-02-21	3660	A
USGS	14048000	2014-02-22	2920	A
USGS	14048000	2014-02-23	2530	A
USGS	14048000	2014-02-24	2290	A
USGS	14048000	2014-02-25	2120	A
USGS	14048000	2014-02-26	2160	A
USGS	14048000	2014-02-27	2940	A
USGS	14048000	2014-02-28	3260	A
USGS	14048000	2014-03-01	3500	A
USGS	14048000	2014-03-02	3990	A
USGS	14048000	2014-03-03	4560	A
USGS	14048000	2014-03-04	6270	A
USGS	14048000	2014-03-05	7170	A
USGS	14048000	2014-03-06	6530	A
USGS	14048000	2014-03-07	7320	A
USGS	14048000	2014-03-08	8240	A
USGS	14048000	2014-03-09	6870	A
USGS	14048000	2014-03-10	6340	A
USGS	14048000	2014-03-11	13500	A
USGS	14048000	2014-03-12	16300	A
USGS	14048000	2014-03-13	10800	A
USGS	14048000	2014-03-14	8490	A
USGS	14048000	2014-03-15	7190	A
USGS	14048000	2014-03-16	6540	A
USGS	14048000	2014-03-17	5850	A
USGS	14048000	2014-03-18	5410	A
USGS	14048000	2014-03-19	5260	A
USGS	14048000	2014-03-20	4710	A
USGS	14048000	2014-03-21	4290	A
USGS	14048000	2014-03-22	3950	A
USGS	14048000	2014-03-23	3570	A
USGS	14048000	2014-03-24	3290	A
USGS	14048000	2014-03-25	3110	A
USGS	14048000	2014-03-26	2940	A
USGS	14048000	2014-03-27	2880	A
USGS	14048000	2014-03-28	2870	A
USGS	14048000	2014-03-29	3000	A
USGS	14048000	2014-03-30	4280	A
USGS	14048000	2014-03-31	8000	A
USGS	14048000	2014-04-01	6720	A
USGS	14048000	2014-04-02	5800	A
USGS	14048000	2014-04-03	5610	A
USGS	14048000	2014-04-04	5350	A
USGS	14048000	2014-04-05	4850	A
USGS	14048000	2014-04-06	4600	A
USGS	14048000	2014-04-07	4500	A
USGS	14048000	2014-04-08	5200	A
USGS	14048000	2014-04-09	5360	A
USGS	14048000	2014-04-10	5530	A
USGS	14048000	2014-04-11	5900	A
USGS	14048000	2014-04-12	5770	A
USGS	14048000	2014-04-13	5510	A
USGS	14048000	2014-04-14	5340	A
USGS	14048000	2014-04-15	4960	A
USGS	14048000	2014-04-16	4640	A
USGS	14048000	2014-04-17	4490	A
USGS	14048000	2014-04-18	4220	A
USGS	14048000	2014-04-19	4260	A
USGS	14048000	2014-04-20	4600	A
USGS	14048000	2014-04-21	4220	A
USGS	14048000	2014-04-22	4210	A
USGS	14048000	2014-04-23	4120	A
USGS	14048000	2014-04-24	4390	A
USGS	14048000	2014-04-25	4190	A
USGS	14048000	2014-04-26	4890	A
USGS	14048000	2014-04-27	5970	A
USGS	14048000	2014-04-28	5610	A
USGS	14048000	2014-04-29	5170	A
USGS	14048000	2014-04-30	4700	A
USGS	14048000	2014-05-01	4220	A
USGS	14048000	2014-05-02	3980	A
USGS	14048000	2014-05-03	3950	A
USGS	14048000	2014-05-04	4270	A
USGS	14048000	2014-05-05	4820	A
USGS	14048000	2014-05-06	4950	A
USGS	14048000	2014-05-07	4860	A
USGS	14048000	2014-05-08	4430	A
USGS	14048000	2014-05-09	4090	A
USGS	14048000	2014-05-10	3890	A
USGS	14048000	2014-05-11	4690	A
USGS	14048000	2014-05-12	4660	A
USGS	14048000	2014-05-13	4300	A
USGS	14048000	2014-05-14	3880	A
USGS	14048000	2014-05-15	3630	A
USGS	14048000	2014-05-16	3630	A
USGS	14048000	2014-05-17	3910	A
USGS	14048000	2014-05-18	4240	A
USGS	14048000	2014-05-19	4350	A
USGS	14048000	2014-05-20	4430	A
USGS	14048000	2014-05-21	4150	A
USGS	14048000	2014-05-22	3670	A
USGS	14048000	2014-05-23	3490	A
USGS	14048000	2014-05-24	3520	A
USGS	14048000	2014-05-25	3760	A
USGS	14048000	2014-05-26	4690	A
USGS	14048000	2014-05-27	4090	A
USGS	14048000	2014-05-28	3700	A
USGS	14048000	2014-05-29	3410	A
USGS	14048000	2014-05-30	3180	A
USGS	14048000	2014-05-31	2870	A
USGS	14048000	2014-06-01	2580	A
USGS	14048000	2014-06-02	2370	A
USGS	14048000	2014-06-03	2270	A
USGS	14048000	2014-06-04	2130	A
USGS	14048000	2014-06-05	2090	A
USGS	14048000	2014-06-06	2020	A
USGS	14048000	2014-06-07	1910	A
USGS	14048000	2014-06-08	1820	A
USGS	14048000	2014-06-09	1690	A
USGS	14048000	2014-06-10	1580	A
USGS	14048000	2014-06-11	1510	A
USGS	14048000	2014-06-12	1440	A
USGS	14048000	2014-06-13	1340	A
USGS	14048000	2014-06-14	1250	A
USGS	14048000	2014-06-15	1180	A
USGS	14048000	2014-06-16	1220	A
USGS	14048000	2014-06-17	1350	A
USGS	14048000	2014-06-18	1190	A
USGS	14048000	2014-06-19	1100	A
USGS	14048000	2014-06-20	1110	A
USGS	14048000	2014-06-21	1240	A
USGS	14048000	2014-06-22	1110	A
USGS	14048000	2014-06-23	1000	A
USGS	14048000	2014-06-24	922	A
USGS	14048000	2014-06-25	881	A
USGS	14048000	2014-06-26	828	A
USGS	14048000	2014-06-27	804	A
USGS	14048000	2014-06-28	805	A
USGS	14048000	2014-06-29	961	A
USGS	14048000	2014-06-30	1110	A
USGS	14048000	2014-07-01	1090	A
USGS	14048000	2014-07-02	942	A
USGS	14048000	2014-07-03	816	A
USGS	14048000	2014-07-04	738	A
USGS	14048000	2014-07-05	675	A
USGS	14048000	2014-07-06	632	A
USGS	14048000	2014-07-07	605	A
USGS	14048000	2014-07-08	557	A
USGS	14048000	2014-07-09	502	A
USGS	14048000	2014-07-10	458	A
USGS	14048000	2014-07-11	421	A
USGS	14048000	2014-07-12	384	A
USGS	14048000	2014-07-13	356	A
USGS	14048000	2014-07-14	340	A
USGS	14048000	2014-07-15	320	A
USGS	14048000	2014-07-16	299	A
USGS	14048000	2014-07-17	271	A
USGS	14048000	2014-07-18	256	A
USGS	14048000	2014-07-19	241	A
USGS	14048000	2014-07-20	230	A
USGS	14048000	2014-07-21	214	A
USGS	14048000	2014-07-22	206	A
USGS	14048000	2014-07-23	196	A
USGS	14048000	2014-07-24	188	A
USGS	14048000	2014-07-25	192	A
USGS	14048000	2014-07-26	183	A
USGS	14048000	2014-07-27	175	A
USGS	14048000	2014-07-28	171	A
USGS	14048000	2014-07-29	174	A
USGS	14048000	2014-07-30	167	A
USGS	14048000	2014-07-31	149	A
USGS	14048000	2014-08-01	138	A
USGS	14048000	2014-08-02	131	A
USGS	14048000	2014-08-03	125	A
USGS	14048000	2014-08-04	115	A
USGS	14048000	2014-08-05	107	A
USGS	14048000	2014-08-06	102	A
USGS	14048000	2014-08-07	102	A
USGS	14048000	2014-08-08	99.8	A
USGS	14048000	2014-08-09	100	A
USGS	14048000	2014-08-10	103	A
USGS	14048000	2014-08-11	102	A
USGS	14048000	2014-08-12	99.4	A
USGS	14048000	2014-08-13	106	A
USGS	14048000	2014-08-14	94.8	A
USGS	14048000	2014-08-15	127	A
USGS	14048000	2014-08-16	152	A
USGS	14048000	2014-08-17	120	A
USGS	14048000	2014-08-18	116	A
USGS	14048000	2014-08-19	91.3	A
USGS	14048000	2014-08-20	116	A
USGS	14048000	2014-08-21	139	A
USGS	14048000	2014-08-22	141	A
USGS	14048000	2014-08-23	135	A
USGS	14048000	2014-08-24	124	A
USGS	14048000	2014-08-25	117	A
USGS	14048000	2014-08-26	114	A
USGS	14048000	2014-08-27	116	A
USGS	14048000	2014-08-28	105	A
USGS	14048000	2014-08-29	107	A
USGS	14048000	2014-08-30	108	A
USGS	14048000	2014-08-31	107	A
USGS	14048000	2014-09-01	107	A
USGS	14048000	2014-09-02	105	A
USGS	14048000	2014-09-03	98.0	A
USGS	14048000	2014-09-04	90.8	A
USGS	14048000	2014-09-05	85.9	A
USGS	14048000	2014-09-06	85.1	A
USGS	14048000	2014-09-07	95.0	A
USGS	14048000	2014-09-08	113	A
USGS	14048000	2014-09-09	103	A
USGS	14048000	2014-09-10	94.5	A
USGS	14048000	2014-09-11	83.8	A
USGS	14048000	2014-09-12	79.1	A
USGS	14048000	2014-09-13	80.1	A
USGS	14048000	2014-09-14	80.3	A
USGS	14048000	2014-09-15	77.3	A
USGS	14048000	2014-09-16	74.0	A
USGS	14048000	2014-09-17	74.1	A
USGS	14048000	2014-09-18	70.2	A
USGS	14048000	2014-09-19	66.2	A
USGS	14048000	2014-09-20	68.8	A
USGS	14048000	2014-09-21	73.0	A
USGS	14048000	2014-09-22	72.6	A
USGS	14048000	2014-09-23	68.9	A
USGS	14048000	2014-09-24	66.1	A
USGS	14048000	2014-09-25	67.0	A
USGS	14048000	2014-09-26	68.7	A
USGS	14048000	2014-09-27	67.7	A
USGS	14048000	2014-09-28	72.1	A
USGS	14048000	2014-09-29	84.4	A
USGS	14048000	2014-09-30	100	A
USGS	14048000	2014-10-01	111	A
USGS	14048000	2014-10-02	113	A
USGS	14048000	2014-10-03	111	A
USGS	14048000	2014-10-04	118	A
USGS	14048000	2014-10-05	133	A
USGS	14048000	2014-10-06	160	A
USGS	14048000	2014-10-07	205	A
USGS	14048000	2014-10-08	217	A
USGS	14048000	2014-10-09	224	A
USGS	14048000	2014-10-10	224	A
USGS	14048000	2014-10-11	219	A
USGS	14048000	2014-10-12	218	A
USGS	14048000	2014-10-13	214	A
USGS	14048000	2014-10-14	215	A
USGS	14048000	2014-10-15	221	A
USGS	14048000	2014-10-16	225	A
USGS	14048000	2014-10-17	227	A
USGS	14048000	2014-10-18	236	A
USGS	14048000	2014-10-19	241	A
USGS	14048000	2014-10-20	246	A
USGS	14048000	2014-10-21	254	A
USGS	14048000	2014-10-22	254	A
USGS	14048000	2014-10-23	253	A
USGS	14048000	2014-10-24	249	A
USGS	14048000	2014-10-25	255	A
USGS	14048000	2014-10-26	257	A
USGS	14048000	2014-10-27	254	A
USGS	14048000	2014-10-28	262	A
USGS	14048000	2014-10-29	280	A
USGS	14048000	2014-10-30	304	A
USGS	14048000	2014-10-31	309	A
USGS	14048000	2014-11-01	312	A
USGS	14048000	2014-11-02	306	A
USGS	14048000	2014-11-03	306	A
USGS	14048000	2014-11-04	315	A
USGS	14048000	2014-11-05	331	A
USGS	14048000	2014-11-06	367	A
USGS	14048000	2014-11-07	378	A
USGS	14048000	2014-11-08	361	A
USGS	14048000	2014-11-09	372	A
USGS	14048000	2014-11-10	382	A
USGS	14048000	2014-11-11	360	A
USGS	14048000	2014-11-12	339	A
USGS	14048000	2014-11-13	329	A
USGS	14048000	2014-11-14	320	A:e
USGS	14048000	2014-11-15	300	A:e
USGS	14048000	2014-11-16	260	A:e
USGS	14048000	2014-11-17	240	A:e
USGS	14048000	2014-11-18	200	A:e
USGS	14048000	2014-11-19	190	A:e
USGS	14048000	2014-11-20	240	A:e
USGS	14048000	2014-11-21	300	A:e
USGS	14048000	2014-11-22	333	A
USGS	14048000	2014-11-23	368	A
USGS	14048000	2014-11-24	423	A
USGS	14048000	2014-11-25	471	A
USGS	14048000	2014-11-26	516	A
USGS	14048000	2014-11-27	536	A
USGS	14048000	2014-11-28	508	A
USGS	14048000	2014-11-29	549	A
USGS	14048000	2014-11-30	717	A
USGS	14048000	2014-12-01	767	A
USGS	14048000	2014-12-02	943	A
USGS	14048000	2014-12-03	809	A
USGS	14048000	2014-12-04	608	A
USGS	14048000	2014-12-05	583	A
USGS	14048000	2014-12-06	646	A
USGS	14048000	2014-12-07	685	A
USGS	14048000	2014-12-08	750	A
USGS	14048000	2014-12-09	764	A
USGS	14048000	2014-12-10	815	A
USGS	14048000	2014-12-11	774	A
USGS	14048000	2014-12-12	710	A
USGS	14048000	2014-12-13	699	A
USGS	14048000	2014-12-14	767	A
USGS	14048000	2014-12-15	1480	A
USGS	14048000	2014-12-16	1400	A
USGS	14048000	2014-12-17	1150	A
USGS	14048000	2014-12-18	947	A
USGS	14048000	2014-12-19	976	A
USGS	14048000	2014-12-20	940	A
USGS	14048000	2014-12-21	964	A
USGS	14048000	2014-12-22	2150	A
USGS	14048000	2014-12-23	7780	A
USGS	14048000	2014-12-24	7340	A
USGS	14048000	2014-12-25	4830	A
USGS	14048000	2014-12-26	4010	A
USGS	14048000	2014-12-27	3520	A
USGS	14048000	2014-12-28	2990	A
USGS	14048000	2014-12-29	2560	A
USGS	14048000	2014-12-30	2360	A
USGS	14048000	2014-12-31	2290	A
USGS	14048000	2015-01-01	1840	A
USGS	14048000	2015-01-02	1340	A
USGS	14048000	2015-01-03	1100	A
USGS	14048000	2015-01-04	1130	A
USGS	14048000	2015-01-05	1520	A
USGS	14048000	2015-01-06	1930	A
USGS	14048000	2015-01-07	1930	A
USGS	14048000	2015-01-08	3120	A
USGS	14048000	2015-01-09	3200	A
USGS	14048000	2015-01-10	3050	A
USGS	14048000	2015-01-11	2860	A
USGS	14048000	2015-01-12	2690	A
USGS	14048000	2015-01-13	2540	A
USGS	14048000	2015-01-14	2730	A
USGS	14048000	2015-01-15	2660	A
USGS	14048000	2015-01-16	2430	A
USGS	14048000	2015-01-17	2190	A
USGS	14048000	2015-01-18	2240	A
USGS	14048000	2015-01-19	2410	A
USGS	14048000	2015-01-20	3980	A
USGS	14048000	2015-01-21	3880	A
USGS	14048000	2015-01-22	3290	A
USGS	14048000	2015-01-23	2770	A
USGS	14048000	2015-01-24	2540	A
USGS	14048000	2015-01-25	2460	A
USGS	14048000	2015-01-26	2360	A
USGS	14048000	2015-01-27	2400	A
USGS	14048000	2015-01-28	2510	A
USGS	14048000	2015-01-29	2670	A
USGS	14048000	2015-01-30	2680	A
USGS	14048000	2015-01-31	2590	A
USGS	14048000	2015-02-01	2470	A
USGS	14048000	2015-02-02	2340	A
USGS	14048000	2015-02-03	2260	A
USGS	14048000	2015-02-04	2380	A
USGS	14048000	2015-02-05	2840	A
USGS	14048000	2015-02-06	3330	A
USGS	14048000	2015-02-07	3330	A
USGS	14048000	2015-02-08	3730	A
USGS	14048000	2015-02-09	6380	A
USGS	14048000	2015-02-10	6040	A
USGS	14048000	2015-02-11	6230	A
USGS	14048000	2015-02-12	6090	A
USGS	14048000	2015-02-13	5400	A
USGS	14048000	2015-02-14	4800	A
USGS	14048000	2015-02-15	4340	A
USGS	14048000	2015-02-16	3990	A
USGS	14048000	2015-02-17	3700	A
USGS	14048000	2015-02-18	3390	A
USGS	14048000	2015-02-19	3130	A
USGS	14048000	2015-02-20	2920	A
USGS	14048000	2015-02-21	2760	A
USGS	14048000	2015-02-22	2580	A
USGS	14048000	2015-02-23	2460	A
USGS	14048000	2015-02-24	2280	A
USGS	14048000	2015-02-25	1980	A
USGS	14048000	2015-02-26	1910	A
USGS	14048000	2015-02-27	2070	A
USGS	14048000	2015-02-28	1990	A
USGS	14048000	2015-03-01	2080	A
USGS	14048000	2015-03-02	2180	A
USGS	14048000	2015-03-03	1980	A
USGS	14048000	2015-03-04	1840	A
USGS	14048000	2015-03-05	1830	A
USGS	14048000	2015-03-06	1670	A
USGS	14048000	2015-03-07	1530	A
USGS	14048000	2015-03-08	1620	A
USGS	14048000	2015-03-09	1610	A
USGS	14048000	2015-03-10	1590	A
USGS	14048000	2015-03-11	1570	A
USGS	14048000	2015-03-12	1550	A
USGS	14048000	2015-03-13	1550	A
USGS	14048000	2015-03-14	1640	A
USGS	14048000	2015-03-15	1730	A
USGS	14048000	2015-03-16	1780	A
USGS	14048000	2015-03-17	2620	A
USGS	14048000	2015-03-18	3290	A
USGS	14048000	2015-03-19	3370	A
USGS	14048000	2015-03-20	3430	A
USGS	14048000	2015-03-21	3190	A
USGS	14048000	2015-03-22	2980	A
USGS	14048000	2015-03-23	2870	A
USGS	14048000	2015-03-24	2900	A
USGS	14048000	2015-03-25	3400	A
USGS	14048000	2015-03-26	3680	A
USGS	14048000	2015-03-27	3580	A
USGS	14048000	2015-03-28	3620	A
USGS	14048000	2015-03-29	3560	A
USGS	14048000	2015-03-30	3910	A
USGS	14048000	2015-03-31	3840	A
USGS	14048000	2015-04-01	3670	A
USGS	14048000	2015-04-02	3630	A
USGS	14048000	2015-04-03	3610	A
USGS	14048000	2015-04-04	3360	A
USGS	14048000	2015-04-05	3140	A
USGS	14048000	2015-04-06	3030	A
USGS	14048000	2015-04-07	2940	A
USGS	14048000	2015-04-08	3010	A
USGS	14048000	2015-04-09	2920	A
USGS	14048000	2015-04-10	2810	A
USGS	14048000	2015-04-11	2790	A
USGS	14048000	2015-04-12	2650	A
USGS	14048000	2015-04-13	2540	A
USGS	14048000	2015-04-14	2500	A
USGS	14048000	2015-04-15	2370	A
USGS	14048000	2015-04-16	2320	A
USGS	14048000	2015-04-17	2320	A
USGS	14048000	2015-04-18	2180	A
USGS	14048000	2015-04-19	2080	A
USGS	14048000	2015-04-20	2000	A
USGS	14048000	2015-04-21	1920	A
USGS	14048000	2015-04-22	1840	A
USGS	14048000	2015-04-23	1810	A
USGS	14048000	2015-04-24	1820	A
USGS	14048000	2015-04-25	1820	A
USGS	14048000	2015-04-26	1840	A
USGS	14048000	2015-04-27	1830	A
USGS	14048000	2015-04-28	1730	A
USGS	14048000	2015-04-29	1590	A
USGS	14048000	2015-04-30	1460	A
USGS	14048000	2015-05-01	1390	A
USGS	14048000	2015-05-02	1370	A
USGS	14048000	2015-05-03	1330	A
USGS	14048000	2015-05-04	1290	A
USGS	14048000	2015-05-05	1240	A
USGS	14048000	2015-05-06	1190	A
USGS	14048000	2015-05-07	1160	A
USGS	14048000	2015-05-08	1150	A
USGS	14048000	2015-05-09	1130	A
USGS	14048000	2015-05-10	1090	A
USGS	14048000	2015-05-11	1030	A
USGS	14048000	2015-05-12	984	A
USGS	14048000	2015-05-13	951	A
USGS	14048000	2015-05-14	949	A
USGS	14048000	2015-05-15	1100	A
USGS	14048000	2015-05-16	1580	A
USGS	14048000	2015-05-17	1460	A
USGS	14048000	2015-05-18	1780	A
USGS	14048000	2015-05-19	2080	A
USGS	14048000	2015-05-20	1990	A
USGS	14048000	2015-05-21	2200	A
USGS	14048000	2015-05-22	2510	A
USGS	14048000	2015-05-23	3460	A
USGS	14048000	2015-05-24	4250	A
USGS	14048000	2015-05-25	5440	A
USGS	14048000	2015-05-26	4860	A
USGS	14048000	2015-05-27	4090	A
USGS	14048000	2015-05-28	3490	A
USGS	14048000	2015-05-29	3000	A
USGS	14048000	2015-05-30	2660	A
USGS	14048000	2015-05-31	2320	A
USGS	14048000	2015-06-01	2160	A
USGS	14048000	2015-06-02	2140	A
USGS	14048000	2015-06-03	2000	A
USGS	14048000	2015-06-04	2130	A
USGS	14048000	2015-06-05	2600	A
USGS	14048000	2015-06-06	2280	A
USGS	14048000	2015-06-07	1970	A
USGS	14048000	2015-06-08	1740	A
USGS	14048000	2015-06-09	1550	A
USGS	14048000	2015-06-10	1360	A
USGS	14048000	2015-06-11	1210	A
USGS	14048000	2015-06-12	1070	A
USGS	14048000	2015-06-13	983	A
USGS	14048000	2015-06-14	903	A
USGS	14048000	2015-06-15	829	A
USGS	14048000	2015-06-16	763	A
USGS	14048000	2015-06-17	691	A
USGS	14048000	2015-06-18	634	A
USGS	14048000	2015-06-19	575	A
USGS	14048000	2015-06-20	523	A
USGS	14048000	2015-06-21	477	A
USGS	14048000	2015-06-22	449	A
USGS	14048000	2015-06-23	428	A
USGS	14048000	2015-06-24	395	A
USGS	14048000	2015-06-25	380	A
USGS	14048000	2015-06-26	359	A
USGS	14048000	2015-06-27	338	A
USGS	14048000	2015-06-28	315	A
USGS	14048000	2015-06-29	292	A
USGS	14048000	2015-06-30	283	A
USGS	14048000	2015-07-01	260	A
USGS	14048000	2015-07-02	244	A
USGS	14048000	2015-07-03	239	A
USGS	14048000	2015-07-04	227	A
USGS	14048000	2015-07-05	214	A
USGS	14048000	2015-07-06	198	A
USGS	14048000	2015-07-07	183	A
USGS	14048000	2015-07-08	179	A
USGS	14048000	2015-07-09	171	A
USGS	14048000	2015-07-10	158	A
USGS	14048000	2015-07-11	143	A
USGS	14048000	2015-07-12	132	A
USGS	14048000	2015-07-13	124	A
USGS	14048000	2015-07-14	122	A
USGS	14048000	2015-07-15	125	A
USGS	14048000	2015-07-16	172	A
USGS	14048000	2015-07-17	293	A
USGS	14048000	2015-07-18	304	A
USGS	14048000	2015-07-19	291	A
USGS	14048000	2015-07-20	254	A
USGS	14048000	2015-07-21	231	A
USGS	14048000	2015-07-22	202	A
USGS	14048000	2015-07-23	183	A
USGS	14048000	2015-07-24	163	A
USGS	14048000	2015-07-25	141	A
USGS	14048000	2015-07-26	121	A
USGS	14048000	2015-07-27	113	A
USGS	14048000	2015-07-28	105	A
USGS	14048000	2015-07-29	96.4	A
USGS	14048000	2015-07-30	89.8	A
USGS	14048000	2015-07-31	90.1	A
USGS	14048000	2015-08-01	81.0	A
USGS	14048000	2015-08-02	73.1	A
USGS	14048000	2015-08-03	62.3	A
USGS	14048000	2015-08-04	54.9	A
USGS	14048000	2015-08-05	51.3	A
USGS	14048000	2015-08-06	49.2	A
USGS	14048000	2015-08-07	48.5	A
USGS	14048000	2015-08-08	44.6	A
USGS	14048000	2015-08-09	40.5	A
USGS	14048000	2015-08-10	40.4	A
USGS	14048000	2015-08-11	37.2	A
USGS	14048000	2015-08-12	32.4	A
USGS	14048000	2015-08-13	29.8	A
USGS	14048000	2015-08-14	27.0	A
USGS	14048000	2015-08-15	28.0	A
USGS	14048000	2015-08-16	29.1	A
USGS	14048000	2015-08-17	28.2	A
USGS	14048000	2015-08-18	27.3	A
USGS	14048000	2015-08-19	25.7	A
USGS	14048000	2015-08-20	22.3	A
USGS	14048000	2015-08-21	19.1	A
USGS	14048000	2015-08-22	19.4	A
USGS	14048000	2015-08-23	19.6	A
USGS	14048000	2015-08-24	20.5	A
USGS	14048000	2015-08-25	20.7	A
USGS	14048000	2015-08-26	22.7	A
USGS	14048000	2015-08-27	21.9	A
USGS	14048000	2015-08-28	20.3	A
USGS	14048000	2015-08-29	18.2	A
USGS	14048000	2015-08-30	17.8	A
USGS	14048000	2015-08-31	17.1	A
USGS	14048000	2015-09-01	19.0	A
USGS	14048000	2015-09-02	20.5	A
USGS	14048000	2015-09-03	21.5	A
USGS	14048000	2015-09-04	22.7	A
USGS	14048000	2015-09-05	24.4	A
USGS	14048000	2015-09-06	23.2	A
USGS	14048000	2015-09-07	21.7	A
USGS	14048000	2015-09-08	22.2	A
USGS	14048000	2015-09-09	25.9	A
USGS	14048000	2015-09-10	28.9	A
USGS	14048000	2015-09-11	32.9	A
USGS	14048000	2015-09-12	33.5	A
USGS	14048000	2015-09-13	90.1	A
USGS	14048000	2015-09-14	81.8	A
USGS	14048000	2015-09-15	71.0	A
USGS	14048000	2015-09-16	63.3	A
USGS	14048000	2015-09-17	60.7	A
USGS	14048000	2015-09-18	54.8	A
USGS	14048000	2015-09-19	50.6	A
USGS	14048000	2015-09-20	46.1	A
USGS	14048000	2015-09-21	39.0	A
USGS	14048000	2015-09-22	35.1	A
USGS	14048000	2015-09-23	31.0	A
USGS	14048000	2015-09-24	33.2	A
USGS	14048000	2015-09-25	49.8	A
USGS	14048000	2015-09-26	55.9	A
USGS	14048000	2015-09-27	63.5	A
USGS	14048000	2015-09-28	62.2	A
USGS	14048000	2015-09-29	57.5	A
USGS	14048000	2015-09-30	55.7	A
USGS	14048000	2015-10-01	58.0	A
USGS	14048000	2015-10-02	57.6	A
USGS	14048000	2015-10-03	63.3	A
USGS	14048000	2015-10-04	66.9	A
USGS	14048000	2015-10-05	69.4	A
USGS	14048000	2015-10-06	73.1	A
USGS	14048000	2015-10-07	102	A
USGS	14048000	2015-10-08	156	A
USGS	14048000	2015-10-09	172	A
USGS	14048000	2015-10-10	176	A
USGS	14048000	2015-10-11	182	A
USGS	14048000	2015-10-12	186	A
USGS	14048000	2015-10-13	185	A
USGS	14048000	2015-10-14	191	A
USGS	14048000	2015-10-15	191	A
USGS	14048000	2015-10-16	191	A
USGS	14048000	2015-10-17	192	A
USGS	14048000	2015-10-18	199	A
USGS	14048000	2015-10-19	201	A
USGS	14048000	2015-10-20	206	A
USGS	14048000	2015-10-21	206	A
USGS	14048000	2015-10-22	206	A
