"","event_type_name","event_site_name","start_antenna_id","end_antenna_id","start_ant_group","end_ant_group","ant_config","non_ascent"
"465","Observation","RCS - Rock Creek (WA) at rkm 14","B4","B2","MIDDLE IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"466","Observation","ENL - Lower Entiat River","24","22","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"467","Observation","HS2 - Bottom side channel near ENFH","01","01","Bottom Antenna","Bottom Antenna",100,NA
"468","Observation","HS1 - Top of side channel near ENFH","01","01","Top Antenna","Top Antenna",100,NA
"469","Observation","RCT - Roaring Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"470","Observation","DBO - Bakeoven Ck Deschutes Trib","A1","A1","Upstream","Upstream",100,NA
"471","Observation","ENA - Upper Entiat River at rkm 17.1","46","43","DOWNSTREAM ANTENNA ARRAY","UPSTREAM ANTENNA ARRAY",100,NA
"472","Observation","ENM - Middle Entiat River","55","55","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"473","Observation","ENS - Upper Entiat River at rkm 35.7","64","64","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"474","Observation","LRL - Lower Lochsa River Array Site","BB","BB","Instream Array","Instream Array",100,NA
"475","Observation","TAY - Big Creek at Taylor Ranch","B2","B2","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"476","Observation","MAD - Mad River, Entiat River Basin","36","32","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"477","Observation","158 - Fifteenmile Ck at Eightmile Ck","D6","D4","Downstream Fifteenmile Ck","Upstream Fifteenmile Ck",100,NA
"478","Observation","15D - Fifteenmile Ck at Dry Ck","C6","C1","Downstream Dry Ck","Upstream Fifteenmile Ck",100,NA
"479","Observation","TLT - Tillicum Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"480","Observation","ACM - Asotin Creek near mouth","05","02","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"481","Observation","AFC - No./So. Fk Asotin Cr. Jct. ISA","03","01","MAINSTEM ASOTIN CREEK ARRAY","NORTH FORK ASOTIN CREEK ARRAY",100,NA
"482","Observation","ACB - Asotin Cr. at Cloverland Brdg.","05","05","5-ANTENNA PARALLEL ARRAY","5-ANTENNA PARALLEL ARRAY",100,NA
"483","Observation","KHS - Big Bear Cr. @ Kendrick HS","08","08","Downstream Array","Downstream Array",140,NA
"484","Observation","SC1 - Lower SF Clearwater R at rkm 1","B1","B1","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"485","Observation","SC2 - Lower SF Clearwater R at rkm 2","A1","A1","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"486","Observation","BSC - Big Sheep Creek ISA at km 6","A3","A1","DOWNSTREAM LEFT","UPSTREAM LEFT",100,NA
"487","Observation","CLC - Clear Creek near Kooskia NFH","04","04","Clear Creek Array","Clear Creek Array",100,NA
"488","Observation","CMP - Camp Creek at rkm 2 - Imnaha","C3","C2","Downstream Array","Upstream Array",100,NA
"489","Observation","CCA - Lower Charley Creek ISA","F2","F1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"490","Observation","IR3 - Upper Imnaha River ISA @ km 41","C6","C3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"491","Observation","B2J - Bonneville PH2 Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",150,NA
"492","Observation","LMT - Lower Mainstem Teanaway River","B5","B2","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"493","Observation","UMT - Upper main stem Teanaway River","15","12","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"494","Observation","SUN - Sunnyside Instream Array","09","09","Downstream Array","Downstream Array",100,NA
"495","Observation","LLR - Lower Lemhi River","A5","A2","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"496","Observation","ENF - Upper Entiat River at rkm 40.6","85","85","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"497","Observation","CCW - Catherine Creek Ladder/Weir","C2","C1","Bottom Ladder Antenna","Top Ladder Antenna",100,NA
"498","Observation","MSH - Methow Fish Hatchery Outfall","00","00","Trap","Trap",110,NA
"499","Observation","TAN - Taneum Creek Instream","05","03","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"500","Observation","TUF - Tumwater Dam Adult Fishway","A2","A1","WEIR 14","WEIR 17",100,NA
"501","Observation","KEN - Kenney Creek In-stream Arrays","A1","A5","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"502","Observation","WR1 - Wallowa River at river km 14","A5","A6","Mid-Right","Right Bank",100,NA
"503","Observation","NFT - North Fork Teanaway River","F5","F2","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"504","Observation","TWX - Estuary Towed Array (Exp.)","C4","C1","MATRIX TRAWL [CURRENT]","MATRIX TRAWL [CURRENT]",170,NA
"505","Observation","LRW - Lemhi River Weir","A6","A4","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"506","Observation","SA1 - Salmon Creek Instream Array","B3","B1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"507","Observation","LWD - Lowden Diversion Dam","12","12","FISH LADDER ENTRANCE","FISH LADDER ENTRANCE",100,NA
"508","Observation","BGM - Burlingame Dam and Canal","F4","F3","ADULT FISHWAY","ADULT FISHWAY",110,NA
"509","Observation","NBA - Nursery Bridge Adult","02","02","EAST [NEW] LADDER","EAST [NEW] LADDER",150,NA
"510","Observation","HLM - Potlatch River near Helmer","A4","A4","Downstream Array","Downstream Array",110,NA
"511","Observation","UGR - Upper Grande Ronde at rkm 155","A1","A1","SINGLE ARRAY","SINGLE ARRAY",100,NA
"512","Observation","85M - Eightmile Ck at Fivemile Ck","F6","F4","Downstream Eightmile Ck","Upstream Eightmile Ck",100,NA
"513","Observation","DBH - Buck Hollow Ck Deschutes Trib","94","94","Upstream","Upstream",100,NA
"514","Observation","MDR - McDonald Road Bridge","01","01","Single Array","Single Array",100,NA
"515","Observation","NFW - North Fork Walla Walla River","03","02","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"516","Observation","MCD - Mill Creek Diversion Project","A2","02","DIVISION WORKS FISH LADDER","DIVERSION DAM FISH LADDER",170,NA
"517","Observation","TWR - Lwr Twisp Rvr near MSRF Ponds","B6","B3","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"518","Observation","LC1 - Lower Lolo Creek at rkm 21","B1","B1","SINGLE ARRAY","SINGLE ARRAY",100,NA
"519","Observation","LC2 - Upper Lolo Creek at rkm 25","A2","A2","SINGLE ARRAY","SINGLE ARRAY",100,NA
"520","Observation","OMK - Omak Creek Instream Array","A5","A2","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"521","Observation","ICL - Lower Icicle Instream Array","0C","0C","Downstream Array","Downstream Array",110,NA
"522","Observation","BBP - Blackbird Pond Accl. Site","01","01","Pond Outfall","Pond Outfall",100,NA
"523","Observation","CHM - Chumstick Creek","F3","F2","DOWNSTREAM ANTENNA","MIDDLE ANTENNA",100,NA
"524","Observation","UWE - Upper Wenatchee River","B1","B1","IN-STREAM ARRAY","IN-STREAM ARRAY",110,NA
"525","Observation","NAU - Upper Nason Creek","41","42","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"526","Observation","GLC - Gold Creek, Methow River","E5","E2","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",110,NA
"527","Observation","CZY - Crazyman Creek at 0.6 km","A2","A2","Upstream Array","Upstream Array",100,NA
"528","Observation","CHL - Lower Chiwawa River","81","84","UPPER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"529","Observation","CHU - Upper Chiwawa River","96","92","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"530","Observation","COC - Cow Creek ISA @ stream mouth","A2","A1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"531","Observation","CHW - Chiwaukum Creek","B4","B1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"532","Observation","CRC - Carmen Creek, Salmon R. Basin","03","03","Upstream Array","Upstream Array",100,NA
"533","Observation","MWE - Middle Wenatchee River","73","73","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"534","Observation","CHP - Chiwawa Acc. Pond","01","01","POND 2","POND 2",110,NA
"535","Observation","NAL - Lower Nason Creek","63","63","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"536","Observation","STL - Sawtooth Hatchery Adult Trap","A3","A3","KEYWAY 1 - ORIFICE","KEYWAY 1 - ORIFICE",100,NA
"537","Observation","BMT - Big Meadow Temporary Array","01","01","Single Antenna","Single Antenna",100,NA
"538","Observation","BPC - Bonaparte Creek Instream Array","C3","C3","Three Antenna Series","Three Antenna Series",100,NA
"539","Observation","PD1 - Top of Chelan PUD side channel","04","04","PASS THROUGH ANTENNA","PASS THROUGH ANTENNA",100,NA
"540","Observation","3D1 - Top of 3D Side Channel","10","10","Pass Through Antenna","Pass Through Antenna",100,NA
"541","Observation","HYC - Hayden Creek In-stream Array","A5","A3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",120,NA
"542","Observation","CRU - Upper Chewuch Instream Array","06","03","Downstream Array","Upstream Array",100,NA
"543","Observation","WL2 - Bottom of Wilson Creek channel","05","05","SINGLE ANTENNA","SINGLE ANTENNA",100,NA
"544","Observation","JOH - Johnson Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"545","Observation","PES - Peshastin Creek","14","12","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"546","Observation","UPT - Upper Peshastin Temporary Arr.","01","01","Instream Array","Instream Array",100,NA
"547","Observation","TCT - Tronsen Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"548","Observation","WPC - Wimpey Creek, Lemhi R. Basin","01","01","Upstream Array","Upstream Array",100,NA
"549","Observation","HN3 - Bottom Harrison Side Channel","09","09","Pass Through Antenna","Pass Through Antenna",100,NA
"550","Observation","HN2 - Middle Harrison Side Channel","08","08","Pass Through Antenna","Pass Through Antenna",100,NA
"551","Observation","HST - Touchet River at Harvey Shaw","02","02","Upstream Array","Upstream Array",100,NA
"552","Observation","VC2 - Valley Creek, Downstream Site","B4","B1","DOWNSTREAM 3-ANTENNA ARRAY","Upstream 3-antenna Array",130,NA
"553","Observation","VC1 - Valley Creek, Upstream Site","A1","A2","UPSTREAM ARRAY","UPSTREAM ARRAY",120,NA
"554","Observation","BHL - Adult Fishway at BONH","01","01","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"555","Observation","COP - Lower Coppei Instream Array","02","01","Downstream Array","Upstream Array",100,NA
"556","Observation","JUL - Potlatch River near Juliaetta","A2","A2","IN-STREAM ARRAY","IN-STREAM ARRAY",110,NA
"557","Observation","ZSL - Zosel Dam Combined","A2","A2","Left Ladder Weir 3","Left Ladder Weir 3",110,NA
"558","Observation","OKC - Okanagan Channel at VDS-3","A4","A4","CHANNEL-WIDTH ARRAY","CHANNEL-WIDTH ARRAY",100,NA
"559","Observation","LOR - Lost River at rkm 0.81","F4","F5","Downstream Array","Downstream Array",100,NA
"560","Observation","15R - Fifteenmile Ck at Ramsey Ck","E6","E6","Downstream Fifteenmile Ck","Downstream Fifteenmile Ck",100,NA
"561","Observation","TR2 - Trout/Antelope Cr - Deschutes","F3","F1","Trout C. Array","Trout C. Array",100,NA
"562","Observation","TR1 - Lower Trout Cr - Deschutes","01","05","Upstream Array","Downstream Array",100,NA
"563","Observation","John Day Dam Adult Fishways (combined)","07","03","WEIR 246","WEIR 247",100,NA
"564","Observation","YHC - Yellowhawk Creek","A1","A1","INSTREAM ANTENNA AT HEADGATE","INSTREAM ANTENNA AT HEADGATE",110,NA
"565","Observation","WSR - Warm Springs River PIT Array","01","01","PIT Tag Array","PIT Tag Array",100,NA
"566","Observation","WSH - Warm Springs Hatchery","01","01","ADULT FISHWAY","ADULT FISHWAY",100,NA
"567","Observation","DSF - Deschutes Sherars Falls","02","01","Main Fishway","Main Fishway",100,NA
"568","Observation","LAP - Lapwai Creek, near its mouth","A5","A1","LOWER INSTREAM ARRAY","UPPER INSTREAM ARRAY",120,NA
"569","Observation","SWT - Sweetwater Cr. near its mouth","B3","B1","LOWER INSTREAM ARRAY","UPPER INSTREAM ARRAY",110,NA
"570","Observation","WEB - Webb Creek","D2","D1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"571","Observation","MCI - Mill Creek Intake Dam","03","01","LEFT BANK FISH LADDER","LEFT BANK FISH LADDER",100,NA
"572","Observation","PRH - Priest Rapids Hatchery Outfall","F6","F1","OUTFALL CHANNEL","OUTFALL CHANNEL",100,NA
"573","Observation","TNK - Tunk Creek Instream Array","A1","A1","Single Antenna","Single Antenna",100,NA
"574","Observation","MIS - Mission Creek","C2","C1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"575","Observation","LLC - Loup Loup Creek Instream Array","D3","D3","Three Antenna Series","Three Antenna Series",100,NA
"576","Observation","BVC - Beaver Creek, Methow River","B1","B1","Upstream Antenna","Upstream Antenna",110,NA
"577","Observation","AEN - Aeneas Creek Temporary Array","A1","A1","Single Antenna","Single Antenna",100,NA
"578","Observation","OMF - Omak Creek above Mission Falls","F1","F4","Upstream Array","Downstream Array",100,NA
"579","Observation","JDM - Upper John Day River Array","04","04","Downstream Array","Downstream Array",100,NA
"580","Observation","BVT - Beaver Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"581","Observation","BVP - Beaver Creek Acclimation Pond","02","02","POND EXIT","POND EXIT",110,NA
"582","Observation","MCL - Lower Mission Creek Instream","B5","B5","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"583","Observation","FST - Foster Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"584","Observation","YFK - Yankee Fork Salmon River","A3","A1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"585","Observation","MRC - Methow River at Carlton","01","02","Single Array","Single Array",100,NA
"586","Observation","3D4 - Bottom of 3D Side Channel","13","13","Pass Through Antenna","Pass Through Antenna",100,NA
"587","Observation","3D3 - Middle-2 of 3D Side Channel","12","12","Pass Through Antenna","Pass Through Antenna",100,NA
"588","Observation","CRT - Crooked River Satellite Fac.","F1","F2","ADULT RETURN LADDER","ADULT RETURN LADDER",110,NA
"589","Observation","EWC - Early Winters Creek rkm 0.36","B3","B3","Upstream Array","Upstream Array",100,NA
"590","Observation","LRU - Lochsa River Upper Site","A1","A1","Instream Array","Instream Array",100,NA
"591","Observation","18N - 1890s Channel Methow River","A3","A2","Downstream Array","Middle Array",100,NA
"592","Observation","OBF - Omak Creek below Mission Falls","B1","B1","Single Antenna","Single Antenna",100,NA
"593","Observation","SA0 - Salmon Creek below OID Div.","E4","E2","Downstream Array","Upstream Array",100,NA
"594","Observation","TON - Tonasket Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"595","Observation","SHK - Shitike Creek PIT Array","03","03","PIT Tag Array","PIT Tag Array",100,NA
"596","Observation","BHC - Bohannon Creek Lemhi R Basin","01","03","Upstream Array","Downstream Array",110,NA
"597","Observation","AGC - Agency Creek, Lemhi R. Basin","02","01","Middle Array","Upstream Array",100,NA
"598","Observation","LLS - Lemhi Little Springs Instream","A2","A2","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"599","Observation","WW1 - Harris Bridge S F Walla Walla","02","02","RIGHT","RIGHT",140,NA
"600","Observation","WW2 - SF Walla Walla at Bear Creek","02","02","RIGHT","RIGHT",120,NA
"601","Observation","EVL - Eagle Valley Ranch - Lower","05","01","Downstream Array","Upstream Array",100,NA
"602","Observation","EVU - Eagle Valley Ranch - Upper","06","03","Downstream Array","Upstream Array",100,NA
"603","Observation","WHS - Wildhorse Spring Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"604","Observation","UMF - Umatilla R below Feed Dam","05","05","Streamwidth array","Streamwidth array",100,NA
"605","Observation","BCP - Butcher Creek Acclimation Pond","02","02","POND EXIT","POND EXIT",100,NA
"606","Observation","LNR - Lower Naches River","05","05","Single Array","Single Array",100,NA
"607","Observation","RCJ - Rock Creek John Day Basin","01","02","Upstream Array","Downstream Array",100,NA
"608","Observation","MVF - Moving Falls Fish Ladder","01","01","Downstream Antenna","Downstream Antenna",100,NA
"609","Observation","MTD - Mill Creek at The Dalles","B2","B1","Downstream Array","Upstream Array",100,NA
"610","Observation","LBC - Libby Creek, Methow River","C4","C4","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"611","Observation","RFP - Rolfing Acclimation Pond","02","02","POND EXIT","POND EXIT",100,NA
"612","Observation","MRB - Methow River Basin","E5","E3","GOLD CREEK NEAR MOUTH","GOLD CREEK NEAR MOUTH",100,NA
"613","Observation","UM2 - Umatilla River Instream Array","F3","F3","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"614","Observation","WEJ - Wells Dam Bypass Bay Sample","B4","B4","Baffle Section 5","Baffle Section 5",110,NA
"615","Observation","M3R - 3R side channel Methow River","D2","D2","Downstream Array","Downstream Array",100,NA
"616","Observation","30M - Thirtymile Crk John Day Basin","02","02","Downstream Array","Downstream Array",100,NA
"617","Observation","ANT - Antoine Creek Instream Array","14","11","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"618","Observation","UGS - Upper Grande Ronde Starkey","E7","E3","Downstream Array","Upstream Array",100,NA
"619","Observation","NMC - Ninemile Creek Instream Array","24","21","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"620","Observation","WEH - Wells Dam Hatchery","A2","A2","Volunteer Channel","Volunteer Channel",100,NA
"621","Observation","GRS - Lower Granite Dam Spillway","05","05","Middle","Middle",100,NA
"622","Observation","WAN - Wanacut Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"623","Observation","BO2-BO3-BO4","BO2-10","BO4-01","BO2-WEIR 45","BO4-VERTICAL SLOT DETECTORS",110,NA
"624","Observation","The Dalles Adult Fishways (combined)","02","01","Counting Window","Counting Window",100,NA
"625","Observation","John Day Dam Adult Fishways (combined)","08","04","WEIR 180","WEIR 181",100,NA
"626","Observation","LMA - Lower Monumental Adult Ladders","02","02","Left Ladder","Left Ladder",100,NA
"627","Observation","GOA - Little Goose Fish Ladder","02","01","Counting Window","Counting Window",100,NA
"628","Observation","GRA - Lower Granite Dam Adult","B3","A2","Ladder Entrance","Ladder Exit",150,NA
"629","Observation","DWL - Dworshak NFH adult trap","A1","A2","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"630","Observation","BO1 - Bonneville Bradford Is. Ladder","24","01","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS",120,NA
"631","Observation","MC1 - McNary Oregon Shore Ladder","12","01","WEIR 279","COUNTING WINDOW",100,NA
"632","Observation","ICH2 - Ice Harbor Dam South Ladder","07","01","LEFT LADDER WEIR 435 [O/S]","LEFT LADDER WEIR 438 [O/S]",110,NA
"633","Observation","ICH1 - Ice Harbor Dam North Ladder","10","0A","RIGHT LADDER WEIR 435 [S/O]","RIGHT LADDER WEIR 438 [S/O]",110,NA
"634","Observation","MC2 - McNary Washington Shore Ladder","12","01","WEIR 302","COUNTING WINDOW",120,NA
"635","Observation","SC1 - Lower SF Clearwater R at rkm 1","B1","B1","INSTREAM ARRAY","INSTREAM ARRAY",110,NA
"636","Observation","SC2 - Lower SF Clearwater R at rkm 2","A1","A1","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"637","Observation","LAP - Lapwai Creek, near its mouth","01","01","Array","Array",130,NA
"638","Observation","PRA2 - Priest Rapids Adult East Ladder","04","01","LEFT [EAST] LADDER WEIR 7","LEFT [EAST] LADDER WEIR 3",110,NA
"639","Observation","RIA1 - Rock Island Adult Left Ladder","04","02","LEFT LADDER BAFFLE 2","LEFT LADDER BAFFLE 4",140,NA
"640","Observation","RRF - Rocky Reach Fishway","A3","A0","Lower Weir","Trap",110,NA
"641","Observation","WEA1 - Wells Dam, DCPUD Left Adult Ladder","04","02","Left Ladder Pool 67","Left Ladder Pool 68",170,NA
"642","Observation","LMR - Lower Methow River at Pateros","06","06","Upstream Array","Upstream Array",120,NA
"643","Observation","MRC - Methow River at Carlton","06","06","Single Array","Single Array",100,NA
"644","Observation","MSH - Methow Fish Hatchery Outfall","00","00","Trap","Trap",110,NA
"645","Observation","CRW - Chewuch River above Winthrop","02","05","UPSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"646","Observation","SWT - Sweetwater Cr. near its mouth","B3","B1","LOWER INSTREAM ARRAY","UPPER INSTREAM ARRAY",110,NA
"647","Observation","WEB - Webb Creek","D2","D1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"648","Observation","RIA3 - Rock Island Adult Right Ladder","37","0A","Right Ladder Weir 32","Right Ladder Exit Channel",140,NA
"649","Observation","WEA2 - Wells Dam, DCPUD Right Adult Ladder","A3","05","Right Ladder Pool 19","Right Ladder Pool 68",170,NA
"650","Observation","TWR - Lwr Twisp Rvr near MSRF Ponds","B6","B3","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"651","Observation","RRJ - Rocky Reach Dam Juvenile","01","01","DSM Bypass Surface Collector","DSM Bypass Surface Collector",160,NA
"652","Observation","GRJ - Lower Granite Dam Juvenile","01","F2","FULL FLOW BYPASS","ADULT FISH RETURN",150,NA
"653","Observation","LTR - Lower Tucannon River","03","01","MIDDLE LEFT ANTENNA","UPSTREAM LEFT ANTENNA",160,NA
"654","Observation","MTR - Middle Tucannon River","03","01","MIDDLE ARRAY","UPSTREAM ARRAY",110,NA
"655","Observation","PRV - Walla Walla R at Pierce RV Prk","A1","A1","ARRAY","ARRAY",100,NA
"656","Observation","DRM - Deschutes River mouth","0B","0B","Downstream Array","Downstream Array",100,NA
"657","Observation","BBT - Touchet River at Bolles Bridge","F6","F6","Downstream Array","Downstream Array",110,NA
"658","Observation","HST - Touchet River at Harvey Shaw","02","02","Upstream Array","Upstream Array",100,NA
"659","Observation","JPT - Juvenile Pond Touchet","D3","D1","Downstream Array","Upstream Array",110,NA
"660","Observation","UTR - Upper Tucannon River","A4","A2","Downstream Array","Upstream Array",110,NA
"661","Observation","TFH - Tucannon Fish Hatchery","0B","08","Downstream Array D","Ladder Array",110,NA
"662","Observation","GOJ - Little Goose Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",150,NA
"663","Observation","BGM - Burlingame Dam and Canal","F4","F3","ADULT FISHWAY","ADULT FISHWAY",110,NA
"664","Observation","PRA1 - Priest Rapids Adult West Ladder","07","05","RIGHT [WEST] LADDER WEIR 5","RIGHT [WEST] LADDER WEIR 3",110,NA
"665","Observation","LWE - Lower Wenatchee River","0C","05","DOWNSTREAM ANTENNA ARRAY","UPSTREAM ANTENNA ARRAY",120,NA
"666","Observation","ICL - Lower Icicle Instream Array","0A","09","Downstream Array","Downstream Array",110,NA
"667","Observation","ICM - Middle Icicle Instream Array","05","01","Downstream Array","Upstream Array",100,NA
"668","Observation","RIA2 - Rock Island Adult Middle Ladder","08","06","MIDDLE LADDER BAFFLE 2","MIDDLE LADDER BAFFLE 4",140,NA
"669","Observation","PES - Peshastin Creek","14","15","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"670","Observation","ACM - Asotin Creek near mouth","03","03","MIDDLE ARRAY","MIDDLE ARRAY",110,NA
"671","Observation","ACB - Asotin Cr. at Cloverland Brdg.","04","02","Downstream Array","Upstream Array",120,NA
"672","Observation","GRS - Lower Granite Dam Spillway","03","06","Upstream","Middle",100,NA
"673","Observation","MRW - Methow River at Winthrop","B5","B5","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"674","Observation","GLC - Gold Creek, Methow River","03","03","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",120,NA
"675","Observation","MVP - Mid-Valley Acclimation Pond","03","01","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"676","Observation","SCP - Spring Creek Acclimation Pond","01","03","Upstream Antenna","Downstream Antenna",140,NA
"677","Observation","DSF - Deschutes Sherars Falls","02","02","Main Fishway","Main Fishway",100,NA
"678","Observation","OKL - Lower Okanogan Instream Array","06","05","Upstream Array","Upstream Array",100,NA
"679","Observation","ZSL - Zosel Dam Combined","A2","A1","Left Ladder Weir 3","Left Ladder Weir 2",130,NA
"680","Observation","OKC - Okanagan Channel at VDS-3","A8","A4","Downstream Array","Upstream Array",110,NA
"681","Observation","OKV - Vasuex Creek, BC, Canada","05","02","Downstream Array","Upstream Array",100,NA
"682","Observation","WSR - Warm Springs River PIT Array","01","01","PIT Tag Array","PIT Tag Array",100,NA
"683","Observation","JDJ - John Day Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",160,NA
"684","Observation","LC1 - Lower Lolo Creek at rkm 21","B4","B4","SINGLE ARRAY","SINGLE ARRAY",100,NA
"685","Observation","LC2 - Upper Lolo Creek at rkm 25","A4","A4","SINGLE ARRAY","SINGLE ARRAY",100,NA
"686","Observation","WEJ - Wells Dam Bypass Bay Sample","A1","A1","Baffle Section 1","Baffle Section 1",110,NA
"687","Observation","BCC - BON PH2 Corner Collector","01","01","15X15 FULL-FLOW ANTENNA","15X15 FULL-FLOW ANTENNA",100,NA
"688","Observation","MJ1 - Middle Fork John Day Array","F3","F3","Upstream Array","Upstream Array",120,NA
"689","Observation","JD1 - John Day River, McDonald Ferry","0A","0A","Downstream Array","Downstream Array",110,NA
"690","Observation","WFC - Wolf Creek, Methow River","11","11","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"691","Observation","WEH - Wells Dam Hatchery","A2","C6","Volunteer Channel","Adult Fish Handling Facility Return to River",110,NA
"692","Observation","TNK - Tunk Creek Instream Array","A1","A1","Single Antenna","Single Antenna",100,NA
"693","Observation","OMK - Omak Creek Instream Array","04","04","Downstream Array","Downstream Array",120,NA
"694","Observation","LLC - Loup Loup Creek Instream Array","03","03","Downstream Antenna","Downstream Antenna",110,NA
"695","Observation","CWP - Chewuch Acclimation Pond","03","01","Pond Outlet","Release Chamber",100,NA
"696","Observation","MCJ - McNary Dam Juvenile","01","F2","FULL FLOW BYPASS","ADULT FISH RETURN",170,NA
"697","Observation","LBC - Libby Creek, Methow River","02","01","Downstream Antenna","Upstream Antenna",110,NA
"698","Observation","EBO - East Bank Hatchery Outfall","02","01","Downstream Antenna","Upstream Antenna",110,NA
"699","Observation","CRU - Upper Chewuch Instream Array","06","06","Downstream Array","Downstream Array",100,NA
"700","Observation","PRO - Prosser Diversion Dam Combined","04","03","MIDDLE LDR COUNTING WINDOW","MIDDLE LDR COUNTING WINDOW",110,NA
"701","Observation","SUN - Sunnyside Instream Array","09","09","Downstream Array","Downstream Array",110,NA
"702","Observation","30M - Thirtymile Crk John Day Basin","02","01","Downstream Array","Upstream Array",100,NA
"703","Observation","TUF - Tumwater Dam Adult Fishway","A4","A1","Low Flow Ladder Entrance","WEIR 17",110,NA
"704","Observation","UWE - Upper Wenatchee River","B6","B6","IN-STREAM ARRAY","IN-STREAM ARRAY",110,NA
"705","Observation","NAL - Lower Nason Creek","64","61","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"706","Observation","NAU - Upper Nason Creek","41","43","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"707","Observation","MTP - Twisp Acclimation Pond","A3","A3","Outlet Channel","Outlet Channel",100,NA
