"","tag_code","state","date_time","pathway"
"4504","3D9.1BF18C53E0","mainstem, mouth to BON",NA,"implicit"
"4505","3D9.1BF18C53E0","mainstem, BON to MCN",2006-09-13 00:13:02,"BON (adult)"
"4506","3D9.1BF18C59F0","mainstem, BON to MCN",2006-08-24 02:42:40,"BON (adult)"
"4507","3D9.1BF18C5F07","mainstem, BON to MCN",2007-07-12 06:15:45,"BON (adult)"
"4508","3D9.1BF18C67BE","mainstem, BON to MCN",2006-08-16 04:31:00,"BON (adult)"
"4509","3D9.1BF18C67BE","mainstem, MCN to ICH or PRA",2006-09-08 00:41:52,"MCN (adult)"
"4510","3D9.1BF18C67BE","mainstem, PRA to RIS",2006-09-13 22:39:00,"PRA (adult)"
"...4511","3D9.1BF18C67BE","mainstem, RIS to RRE",NA,"implicit"
"4512","3D9.1BF18C67BE","mainstem, RRE to WEL",2006-09-20 12:36:58,"RRE (adult)"
"4513","3D9.1BF18C67BE","mainstem, upstream of WEL",2006-09-24 02:41:22,"WEL (adult)"
"4514","3D9.1BF18C6BD5","mainstem, BON to MCN",2006-08-17 03:37:05,"BON (adult)"
"4515","3D9.1BF18C6BD5","mainstem, MCN to ICH or PRA",2006-08-24 02:02:51,"MCN (adult)"
"...4516","3D9.1BF18C6BD5","mainstem, PRA to RIS",NA,"implicit"
"...4517","3D9.1BF18C6BD5","mainstem, RIS to RRE",NA,"implicit"
"4518","3D9.1BF18C6BD5","mainstem, RRE to WEL",2006-09-06 03:59:21,"RRE (adult)"
"4519","3D9.1BF18C6BD5","mainstem, upstream of WEL",2006-09-07 13:21:04,"WEL (adult)"
"4520","3D9.1BF18C7182","mainstem, BON to MCN",2006-08-12 02:08:34,"BON (adult)"
"4521","3D9.1BF18C7182","mainstem, MCN to ICH or PRA",2006-09-04 22:42:30,"MCN (adult)"
"4522","3D9.1BF18C7182","mainstem, PRA to RIS",2006-09-09 06:18:45,"PRA (adult)"
"4523","3D9.1BF18C7182","mainstem, RIS to RRE",2006-09-13 02:03:05,"RIS (adult)"
"4524","3D9.1BF18C7182","mainstem, RRE to WEL",2006-09-14 01:05:43,"RRE (adult)"
"4525","3D9.1BF18C7182","mainstem, upstream of WEL",2006-09-16 01:09:31,"WEL (adult)"
"4526","3D9.1BF18C7B31","mainstem, BON to MCN",2006-08-12 02:36:03,"BON (adult)"
"4527","3D9.1BF18C7B31","mainstem, MCN to ICH or PRA",2006-08-19 05:21:57,"MCN (adult)"
"4528","3D9.1BF18C7B31","mainstem, PRA to RIS",2006-08-25 05:32:02,"PRA (adult)"
"4529","3D9.1BF18C7B31","mainstem, RIS to RRE",2006-08-27 23:59:46,"RIS (adult)"
"4530","3D9.1BF18C7B31","mainstem, RRE to WEL",2006-09-28 00:26:49,"RRE (adult)"
"4531","3D9.1BF18C7B31","mainstem, upstream of WEL",2006-09-29 11:59:27,"WEL (adult)"
"4532","3D9.1BF18C81FE","mainstem, BON to MCN",2006-09-02 03:55:47,"BON (adult)"
"4533","3D9.1BF18C81FE","mainstem, MCN to ICH or PRA",2006-09-08 02:23:19,"MCN (adult)"
"4534","3D9.1BF18C81FE","mainstem, PRA to RIS",2006-09-11 23:40:37,"PRA (adult)"
"4535","3D9.1BF18C81FE","mainstem, MCN to ICH or PRA",NA,"implicit"
"4536","3D9.1BF18C81FE","mainstem, PRA to RIS",2006-09-13 04:07:44,"PRA (adult)"
"4537","3D9.1BF18C81FE","mainstem, RIS to RRE",2006-09-16 10:19:42,"RIS (adult)"
"4538","3D9.1BF18C81FE","mainstem, RRE to WEL",2006-09-17 08:14:25,"RRE (adult)"
"4539","3D9.1BF18C81FE","mainstem, upstream of WEL",2006-09-18 22:09:09,"WEL (adult)"
"4540","3D9.1BF18C8A9A","mainstem, BON to MCN",2006-07-29 02:44:55,"BON (adult)"
"4541","3D9.1BF18C90A0","mainstem, BON to MCN",2007-07-06 09:16:38,"BON (adult)"
"...4542","3D9.1BF18C90A0","mainstem, MCN to ICH or PRA",NA,"implicit"
"4543","3D9.1BF18C90A0","mainstem, PRA to RIS",2007-08-06 10:07:12,"PRA (adult)"
"4544","3D9.1BF18C90A0","mainstem, MCN to ICH or PRA",NA,"implicit"
"4545","3D9.1BF18C90A0","mainstem, PRA to RIS",2007-08-07 00:41:10,"PRA (adult)"
"4546","3D9.1BF18C90A0","mainstem, MCN to ICH or PRA",NA,"implicit"
"4547","3D9.1BF18C90A0","mainstem, PRA to RIS",2007-08-07 09:00:00,"PRA (adult)"
"4548","3D9.1BF18C97BA","mainstem, BON to MCN",2006-09-02 11:14:45,"BON (adult)"
"4549","3D9.1BF18CA282","mainstem, BON to MCN",2006-08-03 04:19:15,"BON (adult)"
"4550","3D9.1BF18CA282","mainstem, MCN to ICH or PRA",2006-08-31 22:13:04,"MCN (adult)"
"4551","3D9.1BF18CA282","mainstem, PRA to RIS",2006-09-05 04:18:33,"PRA (adult)"
"4552","3D9.1BF18CA282","mainstem, MCN to ICH or PRA",NA,"implicit"
"4553","3D9.1BF18CA282","mainstem, PRA to RIS",2006-09-05 10:44:37,"PRA (adult)"
"4554","3D9.1BF18CA282","mainstem, RIS to RRE",2006-09-10 02:13:21,"RIS (adult)"
"4555","3D9.1BF18CA282","mainstem, RRE to WEL",2006-09-12 11:05:40,"RRE (adult)"
"4556","3D9.1BF18CA282","mainstem, upstream of WEL",2006-09-17 08:11:30,"WEL (adult)"
"4557","3D9.1BF18CA906","mainstem, BON to MCN",2006-07-30 05:14:26,"BON (adult)"
"4558","3D9.1BF18CB314","mainstem, BON to MCN",2006-09-01 11:47:44,"BON (adult)"
"4559","3D9.1BF18CB314","mainstem, MCN to ICH or PRA",2006-09-26 04:37:23,"MCN (adult)"
"4560","3D9.1BF18CB314","mainstem, PRA to RIS",2006-09-30 12:11:07,"PRA (adult)"
"4561","3D9.1BF18CB314","mainstem, RIS to RRE",2006-10-04 23:10:05,"RIS (adult)"
"4562","3D9.1BF18CB314","mainstem, RRE to WEL",2006-10-06 02:16:39,"RRE (adult)"
"4563","3D9.1BF18CB314","mainstem, upstream of WEL",2006-11-08 22:56:00,"WEL (adult)"
"4564","3D9.1BF18CB9A8","mainstem, BON to MCN",2006-08-03 10:52:33,"BON (adult)"
"4565","3D9.1BF18CB9A8","mainstem, MCN to ICH or PRA",2006-09-19 09:29:18,"MCN (adult)"
"4566","3D9.1BF18CB9A8","mainstem, PRA to RIS",2006-09-24 09:17:40,"PRA (adult)"
"4567","3D9.1BF18CB9A8","mainstem, RIS to RRE",2006-09-27 23:32:26,"RIS (adult)"
"4568","3D9.1BF18CB9A8","mainstem, RRE to WEL",2006-09-29 03:00:40,"RRE (adult)"
"4569","3D9.1BF18CB9A8","mainstem, upstream of WEL",2006-09-30 19:26:16,"WEL (adult)"
"4570","3D9.1BF18CBEA4","mainstem, BON to MCN",2006-08-01 15:21:56,"BON (adult)"
"4571","3D9.1BF18CBEA4","mainstem, mouth to BON",NA,"implicit"
"4572","3D9.1BF18CBEA4","mainstem, BON to MCN",2006-08-01 22:06:45,"BON (adult)"
"4573","3D9.1BF18CBEA4","mainstem, MCN to ICH or PRA",2006-08-08 09:58:52,"MCN (adult)"
"4574","3D9.1BF18CBEA4","mainstem, PRA to RIS",2006-08-14 05:24:24,"PRA (adult)"
"4575","3D9.1BF18CBEA4","mainstem, RIS to RRE",2006-08-17 00:03:31,"RIS (adult)"
"4576","3D9.1BF18CBEA4","mainstem, RRE to WEL",2006-08-18 05:59:28,"RRE (adult)"
"4577","3D9.1BF18CBEA4","mainstem, upstream of WEL",2006-08-21 04:57:45,"WEL (adult)"
"4578","3D9.1BF18CC78A","mainstem, BON to MCN",2006-08-14 08:15:30,"BON (adult)"
"4579","3D9.1BF18CC78A","mainstem, MCN to ICH or PRA",2006-08-27 15:44:00,"MCN (adult)"
"4580","3D9.1BF18CC78A","mainstem, BON to MCN",NA,"implicit"
"4581","3D9.1BF18CC78A","mainstem, MCN to ICH or PRA",2006-08-27 22:15:57,"MCN (adult)"
"4582","3D9.1BF18CC78A","mainstem, PRA to RIS",2006-09-03 05:02:26,"PRA (adult)"
"4583","3D9.1BF18CC78A","mainstem, RIS to RRE",2006-09-08 05:28:31,"RIS (adult)"
"4584","3D9.1BF18CC78A","mainstem, RRE to WEL",2006-09-11 08:47:42,"RRE (adult)"
"4585","3D9.1BF18CC78A","mainstem, upstream of WEL",2006-09-12 20:57:56,"WEL (adult)"
"...4586","3D9.1BF18CC78A","mainstem, RRE to WEL",NA,"implicit"
"...4587","3D9.1BF18CC78A","mainstem, RIS to RRE",NA,"implicit"
"...4588","3D9.1BF18CC78A","mainstem, PRA to RIS",NA,"implicit"
"...4589","3D9.1BF18CC78A","mainstem, MCN to ICH or PRA",NA,"implicit"
"...4590","3D9.1BF18CC78A","mainstem, BON to MCN",NA,"implicit"
"4591","3D9.1BF18CC78A","mainstem, mouth to BON",2007-06-02 02:44:08,"BON_fallback_arrays"
"4592","3D9.1BF18CD0B5","mainstem, BON to MCN",2006-08-22 10:44:40,"BON (adult)"
"4593","3D9.1BF18CD0B5","mainstem, MCN to ICH or PRA",2006-08-29 11:54:45,"MCN (adult)"
"4594","3D9.1BF18CD0B5","mainstem, PRA to RIS",2006-09-04 03:34:52,"PRA (adult)"
"4595","3D9.1BF18CD0B5","mainstem, RIS to RRE",2006-09-08 12:59:52,"RIS (adult)"
"4596","3D9.1BF18CD0B5","mainstem, RRE to WEL",2006-09-09 21:47:22,"RRE (adult)"
"4597","3D9.1BF18CD0B5","mainstem, upstream of WEL",2006-09-11 10:33:51,"WEL (adult)"
"4598","3D9.1BF18CDD30","mainstem, BON to MCN",2006-08-28 01:51:59,"BON (adult)"
"4599","3D9.1BF18CDD30","mainstem, MCN to ICH or PRA",2006-09-08 23:51:49,"MCN (adult)"
"4600","3D9.1BF18CDD30","mainstem, PRA to RIS",2006-09-14 05:58:56,"PRA (adult)"
"4601","3D9.1BF18CDD30","mainstem, RIS to RRE",2006-09-20 07:58:01,"RIS (adult)"
"4602","3D9.1BF18CDD30","mainstem, RRE to WEL",2006-09-22 04:59:26,"RRE (adult)"
"4603","3D9.1BF18CDD30","mainstem, upstream of WEL",2006-10-01 06:52:08,"WEL (adult)"
"4604","3D9.1BF18CE905","mainstem, BON to MCN",2007-10-26 19:25:48,"BON (adult)"
"4605","3D9.1BF18CE905","mainstem, MCN to ICH or PRA",2007-11-03 04:17:50,"MCN (adult)"
"4606","3D9.1BF18CE905","mainstem, PRA to RIS",2007-11-11 04:21:38,"PRA (adult)"
"4607","3D9.1BF18CE905","mainstem, RIS to RRE",2007-11-15 08:13:49,"RIS (adult)"
"4608","3D9.1BF18CE905","mainstem, RRE to WEL",2007-11-18 08:01:24,"RRE (adult)"
"4609","3D9.1BF18CF2C4","mainstem, BON to MCN",2008-09-16 01:00:30,"BON (adult)"
"4610","3D9.1BF18CF2C4","mainstem, MCN to ICH or PRA",2008-09-23 04:47:40,"MCN (adult)"
"4611","3D9.1BF18CF2C4","mainstem, ICH to LGR",2008-09-25 06:44:29,"ICH (adult)"
"4612","3D9.1BF18CF2C4","mainstem, upstream of LGR",2008-09-30 08:41:57,"LGR (adult)"
"4613","3D9.1BF18CFCF9","mainstem, BON to MCN",2007-09-16 04:06:27,"BON (adult)"
"4614","3D9.1BF18CFCF9","mainstem, MCN to ICH or PRA",2007-09-22 22:38:26,"MCN (adult)"
"4615","3D9.1BF18CFCF9","mainstem, ICH to LGR",2007-09-26 17:00:17,"ICH (adult)"
"4616","3D9.1BF18CFCF9","mainstem, upstream of LGR",2007-10-02 02:22:50,"LGR (adult)"
"4617","3D9.1BF18D01E1","mainstem, BON to MCN",2008-09-08 06:26:02,"BON (adult)"
"4618","3D9.1BF18D01E1","mainstem, MCN to ICH or PRA",2008-09-15 04:02:34,"MCN (adult)"
"4619","3D9.1BF18D01E1","mainstem, ICH to LGR",2008-09-18 05:19:14,"ICH (adult)"
"4620","3D9.1BF18D01E1","mainstem, upstream of LGR",2008-09-24 06:29:26,"LGR (adult)"
"4621","3D9.1BF18D0BCE","mainstem, BON to MCN",2008-09-24 01:44:37,"BON (adult)"
"4622","3D9.1BF18D0BCE","mainstem, MCN to ICH or PRA",2008-10-01 01:42:26,"MCN (adult)"
"4623","3D9.1BF18D0BCE","mainstem, ICH to LGR",2008-10-02 09:52:43,"ICH (adult)"
"4624","3D9.1BF18D0BCE","mainstem, upstream of LGR",2008-10-07 09:20:33,"LGR (adult)"
"4625","3D9.1BF18D1895","mainstem, BON to MCN",2006-07-20 11:31:10,"BON (adult)"
"4626","3D9.1BF18D236B","mainstem, BON to MCN",2006-08-04 07:10:25,"BON (adult)"
"4627","3D9.1BF18D236B","mainstem, mouth to BON",NA,"implicit"
"4628","3D9.1BF18D236B","mainstem, BON to MCN",2006-08-05 00:17:19,"BON (adult)"
"4629","3D9.1BF18D236B","mainstem, MCN to ICH or PRA",2006-10-22 01:32:02,"MCN (adult)"
"4630","3D9.1BF18D236B","mainstem, PRA to RIS",2006-10-27 14:58:36,"PRA (adult)"
"4631","3D9.1BF18D236B","mainstem, RIS to RRE",2006-11-01 17:20:41,"RIS (adult)"
"4632","3D9.1BF18D236B","mainstem, RRE to WEL",2006-11-03 12:31:14,"RRE (adult)"
"4633","3D9.1BF18D236B","mainstem, upstream of WEL",2006-11-08 11:19:16,"WEL (adult)"
"4634","3D9.1BF18D3312","mainstem, BON to MCN",2008-09-03 07:21:37,"BON (adult)"
"4635","3D9.1BF18D3312","mainstem, MCN to ICH or PRA",2008-09-23 02:56:33,"MCN (adult)"
"4636","3D9.1BF18D3312","mainstem, ICH to LGR",2008-09-25 05:46:02,"ICH (adult)"
"4637","3D9.1BF18D3312","mainstem, upstream of LGR",2008-09-29 07:03:05,"LGR (adult)"
"4638","3D9.1BF18D3EF7","mainstem, BON to MCN",2006-08-16 09:26:06,"BON (adult)"
"4639","3D9.1BF18D3EF7","mainstem, MCN to ICH or PRA",2006-09-13 10:53:31,"MCN (adult)"
"4640","3D9.1BF18D3EF7","mainstem, BON to MCN",NA,"implicit"
"4641","3D9.1BF18D3EF7","mainstem, MCN to ICH or PRA",2006-09-13 23:22:05,"MCN (adult)"
"4642","3D9.1BF18D3EF7","mainstem, PRA to RIS",2006-09-21 10:53:40,"PRA (adult)"
"4643","3D9.1BF18D3EF7","mainstem, RIS to RRE",2006-09-30 07:30:05,"RIS (adult)"
"4644","3D9.1BF18D3EF7","mainstem, RRE to WEL",2007-04-15 07:43:34,"RRE (adult)"
"4645","3D9.1BF18D3EF7","mainstem, RIS to RRE",NA,"implicit"
"4646","3D9.1BF18D3EF7","mainstem, RRE to WEL",2007-04-19 08:54:11,"RRE (adult)"
"4647","3D9.1BF18D4C62","mainstem, BON to MCN",2008-09-05 03:45:36,"BON (adult)"
"4648","3D9.1BF18D5AF8","mainstem, BON to MCN",2006-08-07 03:50:50,"BON (adult)"
"4649","3D9.1BF18D639A","mainstem, BON to MCN",2006-08-08 11:28:01,"BON (adult)"
"4650","3D9.1BF18D639A","mainstem, mouth to BON",NA,"implicit"
"4651","3D9.1BF18D639A","mainstem, BON to MCN",2006-08-08 22:33:16,"BON (adult)"
"4652","3D9.1BF18D7323","mainstem, BON to MCN",2007-08-07 06:03:17,"BON (adult)"
"4653","3D9.1BF18D8403","mainstem, BON to MCN",2006-07-30 06:19:31,"BON (adult)"
"4654","3D9.1BF18D8403","mainstem, MCN to ICH or PRA",2006-08-26 00:43:04,"MCN (adult)"
"...4655","3D9.1BF18D8403","mainstem, PRA to RIS",NA,"implicit"
"4656","3D9.1BF18D8403","mainstem, RIS to RRE",2006-09-03 23:54:20,"RIS (adult)"
"4657","3D9.1BF18D8403","mainstem, RRE to WEL",2006-09-05 04:56:23,"RRE (adult)"
"4658","3D9.1BF18D8403","mainstem, upstream of WEL",2006-09-07 00:27:59,"WEL (adult)"
"...4659","3D9.1BF18D8403","mainstem, RRE to WEL",NA,"implicit"
"...4660","3D9.1BF18D8403","mainstem, RIS to RRE",NA,"implicit"
"...4661","3D9.1BF18D8403","mainstem, PRA to RIS",NA,"implicit"
"...4662","3D9.1BF18D8403","mainstem, MCN to ICH or PRA",NA,"implicit"
"...4663","3D9.1BF18D8403","mainstem, BON to MCN",NA,"implicit"
"4664","3D9.1BF18D8403","mainstem, mouth to BON",2007-06-11 23:16:38,"BON_fallback_arrays"
"4665","3D9.1BF18D88CC","mainstem, BON to MCN",2006-09-02 01:23:23,"BON (adult)"
"4666","3D9.1BF18D88CC","mainstem, MCN to ICH or PRA",2006-09-15 01:05:35,"MCN (adult)"
"4667","3D9.1BF18D88CC","mainstem, PRA to RIS",2006-09-20 03:21:29,"PRA (adult)"
"4668","3D9.1BF18D88CC","mainstem, RIS to RRE",2006-09-27 01:07:44,"RIS (adult)"
"4669","3D9.1BF18D88CC","mainstem, RRE to WEL",2006-09-28 23:29:17,"RRE (adult)"
"4670","3D9.1BF18D88CC","mainstem, upstream of WEL",2006-10-01 21:19:04,"WEL (adult)"
"4671","3D9.1BF18D91FF","mainstem, BON to MCN",2006-07-30 10:27:25,"BON (adult)"
"4672","3D9.1BF18D9BC1","mainstem, BON to MCN",2007-08-20 09:18:25,"BON (adult)"
"4673","3D9.1BF18D9BC1","mainstem, MCN to ICH or PRA",2007-10-04 01:09:27,"MCN (adult)"
"4674","3D9.1BF18D9BC1","mainstem, PRA to RIS",2007-10-10 00:53:56,"PRA (adult)"
"4675","3D9.1BF18D9BC1","mainstem, RIS to RRE",2007-10-13 06:55:38,"RIS (adult)"
"4676","3D9.1BF18D9BC1","mainstem, RRE to WEL",2007-10-15 04:15:04,"RRE (adult)"
"4677","3D9.1BF18D9BC1","mainstem, upstream of WEL",2007-10-28 02:21:30,"WEL (adult)"
"4678","3D9.1BF18DA1E2","mainstem, BON to MCN",2006-09-03 08:41:20,"BON (adult)"
"4679","3D9.1BF18DA1E2","mainstem, MCN to ICH or PRA",2006-09-11 07:01:13,"MCN (adult)"
"4680","3D9.1BF18DA1E2","mainstem, PRA to RIS",2006-09-19 23:50:38,"PRA (adult)"
"4681","3D9.1BF18DA1E2","mainstem, RIS to RRE",2006-09-25 23:42:31,"RIS (adult)"
"4682","3D9.1BF18DA1E2","mainstem, RRE to WEL",2006-09-27 09:15:42,"RRE (adult)"
"4683","3D9.1BF18DA1E2","mainstem, upstream of WEL",2006-10-01 05:27:48,"WEL (adult)"
"4684","3D9.1BF18DA934","mainstem, BON to MCN",2006-08-07 02:15:08,"BON (adult)"
"4685","3D9.1BF18DAFC1","mainstem, BON to MCN",2007-07-31 23:49:45,"BON (adult)"
"...4686","3D9.1BF18DAFC1","mainstem, MCN to ICH or PRA",NA,"implicit"
"4687","3D9.1BF18DAFC1","mainstem, PRA to RIS",2007-08-11 09:45:34,"PRA (adult)"
"...4688","3D9.1BF18DAFC1","mainstem, RIS to RRE",NA,"implicit"
"4689","3D9.1BF18DAFC1","mainstem, RRE to WEL",2007-08-19 03:53:27,"RRE (adult)"
"4690","3D9.1BF18DAFC1","mainstem, upstream of WEL",2007-08-23 21:50:31,"WEL (adult)"
"4691","3D9.1BF18DB61C","mainstem, BON to MCN",2006-08-12 11:33:34,"BON (adult)"
"4692","3D9.1BF18DB61C","mainstem, mouth to BON",NA,"implicit"
"4693","3D9.1BF18DB61C","mainstem, BON to MCN",2006-08-12 22:36:43,"BON (adult)"
"4694","3D9.1BF18DBBFC","mainstem, BON to MCN",2007-07-06 06:50:13,"BON (adult)"
"4695","3D9.1BF18DBBFC","mainstem, MCN to ICH or PRA",2007-07-19 06:12:48,"MCN (adult)"
"4696","3D9.1BF18DBBFC","mainstem, PRA to RIS",2007-07-25 09:27:38,"PRA (adult)"
"4697","3D9.1BF18DBBFC","mainstem, RIS to RRE",2007-07-31 00:50:52,"RIS (adult)"
"4698","3D9.1BF18DBBFC","mainstem, RRE to WEL",2007-08-02 12:49:08,"RRE (adult)"
"4699","3D9.1BF18DBBFC","mainstem, upstream of WEL",2007-08-24 08:40:00,"WEL (adult)"
"4700","3D9.1BF18DC102","mainstem, BON to MCN",2006-08-09 03:45:04,"BON (adult)"
"4701","3D9.1BF18DC102","mainstem, MCN to ICH or PRA",2006-08-22 09:09:12,"MCN (adult)"
"4702","3D9.1BF18DC102","mainstem, PRA to RIS",2006-08-28 02:15:57,"PRA (adult)"
"4703","3D9.1BF18DC102","mainstem, RIS to RRE",2006-09-05 23:30:27,"RIS (adult)"
"4704","3D9.1BF18DC102","mainstem, RRE to WEL",2006-09-07 00:12:20,"RRE (adult)"
"4705","3D9.1BF18DC102","mainstem, upstream of WEL",2006-09-09 04:37:54,"WEL (adult)"
"4706","3D9.1BF18DCB1D","mainstem, BON to MCN",2008-09-05 07:37:52,"BON (adult)"
"4707","3D9.1BF18DDE91","mainstem, BON to MCN",2006-08-09 07:17:21,"BON (adult)"
"4708","3D9.1BF18DDE91","mainstem, mouth to BON",NA,"implicit"
"4709","3D9.1BF18DDE91","mainstem, BON to MCN",2006-08-10 00:53:30,"BON (adult)"
"4710","3D9.1BF18DE935","mainstem, BON to MCN",2008-09-02 05:58:56,"BON (adult)"
"4711","3D9.1BF18DFA2E","mainstem, BON to MCN",2006-07-25 11:54:11,"BON (adult)"
"4712","3D9.1BF18DFA2E","mainstem, mouth to BON",NA,"implicit"
"4713","3D9.1BF18DFA2E","mainstem, BON to MCN",2006-07-25 22:51:47,"BON (adult)"
"4714","3D9.1BF18DFA2E","mainstem, MCN to ICH or PRA",2006-08-07 15:33:42,"MCN (adult)"
"4715","3D9.1BF18DFA2E","mainstem, PRA to RIS",2006-08-12 05:17:45,"PRA (adult)"
"4716","3D9.1BF18DFA2E","mainstem, RIS to RRE",2006-08-14 11:34:04,"RIS (adult)"
"4717","3D9.1BF18DFA2E","mainstem, RRE to WEL",2006-08-16 03:29:54,"RRE (adult)"
"4718","3D9.1BF18DFA2E","mainstem, upstream of WEL",2006-09-04 10:04:50,"WEL (adult)"
"...4719","3D9.1BF18DFA2E","mainstem, RRE to WEL",NA,"implicit"
"...4720","3D9.1BF18DFA2E","mainstem, RIS to RRE",NA,"implicit"
"...4721","3D9.1BF18DFA2E","mainstem, PRA to RIS",NA,"implicit"
"...4722","3D9.1BF18DFA2E","mainstem, MCN to ICH or PRA",NA,"implicit"
"...4723","3D9.1BF18DFA2E","mainstem, BON to MCN",NA,"implicit"
"4724","3D9.1BF18DFA2E","mainstem, mouth to BON",2007-07-13 07:34:17,"BON_fallback_arrays"
"4725","3D9.1BF18E14F4","mainstem, BON to MCN",2006-08-29 07:35:49,"BON (adult)"
"4726","3D9.1BF18E14F4","mainstem, mouth to BON",NA,"implicit"
"4727","3D9.1BF18E14F4","mainstem, BON to MCN",2006-08-30 00:20:14,"BON (adult)"
"4728","3D9.1BF18E14F4","mainstem, MCN to ICH or PRA",2006-09-09 02:14:30,"MCN (adult)"
"4729","3D9.1BF18E14F4","mainstem, PRA to RIS",2006-09-15 02:39:57,"PRA (adult)"
"4730","3D9.1BF18E14F4","mainstem, RIS to RRE",2006-09-18 08:03:49,"RIS (adult)"
"4731","3D9.1BF18E14F4","mainstem, RRE to WEL",2006-09-20 02:25:20,"RRE (adult)"
"4732","3D9.1BF18E14F4","mainstem, upstream of WEL",2006-09-23 02:01:10,"WEL (adult)"
"4733","3D9.1BF18E232A","mainstem, BON to MCN",2007-08-18 02:42:07,"BON (adult)"
"4734","3D9.1BF18E232A","mainstem, MCN to ICH or PRA",2007-08-28 03:11:16,"MCN (adult)"
"4735","3D9.1BF18E232A","mainstem, PRA to RIS",2007-09-02 07:39:42,"PRA (adult)"
"4736","3D9.1BF18E232A","mainstem, RIS to RRE",2007-09-07 03:03:43,"RIS (adult)"
"4737","3D9.1BF18E232A","mainstem, PRA to RIS",NA,"implicit"
"4738","3D9.1BF18E232A","mainstem, RIS to RRE",2007-09-08 00:26:04,"RIS (adult)"
"4739","3D9.1BF18E232A","mainstem, RRE to WEL",2007-09-16 11:34:54,"RRE (adult)"
"4740","3D9.1BF18E232A","mainstem, upstream of WEL",2007-09-20 01:11:11,"WEL (adult)"
"4741","3D9.1BF18E2E53","mainstem, BON to MCN",2006-08-15 03:17:08,"BON (adult)"
"4742","3D9.1BF18E3BF4","mainstem, BON to MCN",2006-08-15 10:17:29,"BON (adult)"
"4743","3D9.1BF18E3BF4","mainstem, mouth to BON",NA,"implicit"
"4744","3D9.1BF18E3BF4","mainstem, BON to MCN",2006-08-15 23:58:44,"BON (adult)"
"4745","3D9.1BF18E408F","mainstem, BON to MCN",2006-08-07 07:33:06,"BON (adult)"
"4746","3D9.1BF18E408F","mainstem, MCN to ICH or PRA",2006-09-11 04:09:02,"MCN (adult)"
"4747","3D9.1BF18E408F","mainstem, PRA to RIS",2006-09-16 04:11:13,"PRA (adult)"
"4748","3D9.1BF18E408F","mainstem, RIS to RRE",2006-09-19 03:06:47,"RIS (adult)"
"4749","3D9.1BF18E408F","mainstem, RRE to WEL",2006-09-20 08:13:09,"RRE (adult)"
"4750","3D9.1BF18E408F","mainstem, upstream of WEL",2006-09-24 03:26:52,"WEL (adult)"
"4751","3D9.1BF18E4B06","mainstem, BON to MCN",2006-08-22 01:55:17,"BON (adult)"
"4752","3D9.1BF18E4B06","mainstem, MCN to ICH or PRA",2006-08-27 11:19:12,"MCN (adult)"
"4753","3D9.1BF18E4B06","mainstem, PRA to RIS",2006-08-31 07:31:34,"PRA (adult)"
"4754","3D9.1BF18E4B06","mainstem, RIS to RRE",2006-09-02 13:34:19,"RIS (adult)"
"4755","3D9.1BF18E4B06","mainstem, RRE to WEL",2006-09-03 09:21:52,"RRE (adult)"
"4756","3D9.1BF18E4B06","mainstem, upstream of WEL",2006-09-04 17:00:22,"WEL (adult)"
"4757","3D9.1BF18E4B06","mainstem, RRE to WEL",NA,"implicit"
"4758","3D9.1BF18E4B06","mainstem, upstream of WEL",2006-09-19 01:36:37,"WEL (adult)"
"4759","3D9.1BF18E4B06","mainstem, RRE to WEL",NA,"implicit"
"4760","3D9.1BF18E4B06","mainstem, upstream of WEL",2006-11-03 00:00:30,"WEL (adult)"
"4761","3D9.1BF18E58E8","mainstem, BON to MCN",2006-08-01 13:31:07,"BON (adult)"
"4762","3D9.1BF18E58E8","mainstem, mouth to BON",NA,"implicit"
"4763","3D9.1BF18E58E8","mainstem, BON to MCN",2006-08-02 01:33:38,"BON (adult)"
"4764","3D9.1BF18E58E8","mainstem, MCN to ICH or PRA",2006-09-26 02:31:10,"MCN (adult)"
"4765","3D9.1BF18E58E8","mainstem, PRA to RIS",2006-10-01 02:38:40,"PRA (adult)"
"4766","3D9.1BF18E58E8","mainstem, RIS to RRE",2006-10-05 19:56:02,"RIS (adult)"
"4767","3D9.1BF18E58E8","mainstem, RRE to WEL",2006-10-08 23:23:24,"RRE (adult)"
"4768","3D9.1BF18E58E8","mainstem, upstream of WEL",2006-10-11 01:27:25,"WEL (adult)"
"4769","3D9.1BF18E5FFE","mainstem, BON to MCN",2006-07-01 10:44:31,"BON (adult)"
"4770","3D9.1BF18E5FFE","mainstem, mouth to BON",NA,"implicit"
"4771","3D9.1BF18E5FFE","mainstem, BON to MCN",2006-07-02 01:07:15,"BON (adult)"
"4772","3D9.1BF18E5FFE","mainstem, MCN to ICH or PRA",2006-07-08 08:55:13,"MCN (adult)"
"4773","3D9.1BF18E5FFE","mainstem, PRA to RIS",2006-07-16 07:45:08,"PRA (adult)"
"4774","3D9.1BF18E5FFE","mainstem, RIS to RRE",2006-07-19 09:51:09,"RIS (adult)"
"4775","3D9.1BF18E5FFE","mainstem, RRE to WEL",2006-07-22 01:22:56,"RRE (adult)"
"4776","3D9.1BF18E5FFE","mainstem, upstream of WEL",2006-07-27 10:33:49,"WEL (adult)"
