"","tag_code","event_site_name","start_time","end_time","event_site_basin_name","event_site_subbasin_name","event_site_latitude","event_site_longitude"
"4163","3D9.1C2D4ACACD","JD1 - John Day River, McDonald Ferry",2013-03-02 21:15:05,2013-03-02 21:15:06,"John Day","Lower John Day",45.59574,-120.410928
"4164","3D9.1C2D4ACAE9","Bonneville Adult Fishways (combined)",2011-08-07 06:27:54,2011-08-07 07:39:15,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4165","3D9.1C2D4ACAE9","McNary Adult Fishways (combined)",2011-08-18 06:59:55,2011-08-18 09:03:27,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4166","3D9.1C2D4ACAE9","McNary Adult Fishways (combined)",2011-09-15 04:46:54,2011-09-15 06:40:36,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4167","3D9.1C2D4ACB88","Bonneville Adult Fishways (combined)",2011-07-23 10:59:14,2011-07-23 11:40:47,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4168","3D9.1C2D4ACB88","Bonneville Adult Fishways (combined)",2011-07-23 22:53:35,2011-07-24 00:26:06,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4169","3D9.1C2D4ACC78","Bonneville Adult Fishways (combined)",2011-08-21 00:25:11,2011-08-21 01:27:49,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4170","3D9.1C2D4ACC78","McNary Adult Fishways (combined)",2011-10-02 07:09:57,2011-10-02 08:17:17,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4171","3D9.1C2D4ACCAB","Bonneville Adult Fishways (combined)",2013-08-09 03:02:24,2013-08-09 04:07:35,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4172","3D9.1C2D4ACCAB","The Dalles Adult Fishways (combined)",2013-08-13 00:22:06,2013-08-13 00:22:10,"Middle Columbia","Middle Columbia-Hood",45.619099,-121.119685
"4173","3D9.1C2D4ACCAB","DRM - Deschutes River mouth",2013-08-20 13:28:10,2013-08-20 13:28:14,"Deschutes","Lower Deschutes",45.631808,-120.912483
"4174","3D9.1C2D4ACCAB","DRM - Deschutes River mouth",2013-09-30 13:20:26,2013-09-30 13:20:26,"Deschutes","Lower Deschutes",45.631808,-120.912483
"4175","3D9.1C2D4ACCAB","McNary Adult Fishways (combined)",2013-10-04 23:39:44,2013-10-05 01:09:09,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4176","3D9.1C2D4ACCAB","MCJ - McNary Dam Juvenile",2013-10-09 00:04:09,2013-10-09 00:04:18,"Middle Columbia","Middle Columbia-Lake Wallula",45.932293,-119.2999
"4177","3D9.1C2D4ACCAB","JD1 - John Day River, McDonald Ferry",2013-10-16 12:22:28,2013-10-16 12:22:28,"John Day","Lower John Day",45.59574,-120.410928
"4178","3D9.1C2D4ACD2E","Bonneville Adult Fishways (combined)",2011-08-11 10:39:14,2011-08-11 11:50:32,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4179","3D9.1C2D4ACD2E","Bonneville Adult Fishways (combined)",2011-08-12 02:28:58,2011-08-12 03:15:10,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4180","3D9.1C2D4ACDDF","Bonneville Adult Fishways (combined)",2011-08-07 04:24:45,2011-08-07 05:49:54,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4181","3D9.1C2D4ACDDF","McNary Adult Fishways (combined)",2011-08-28 04:00:38,2011-08-28 05:55:59,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4182","3D9.1C2D4ACF2B","Bonneville Adult Fishways (combined)",2011-07-27 08:22:59,2011-07-27 09:39:55,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4183","3D9.1C2D4ACF52","Bonneville Adult Fishways (combined)",2011-07-07 10:03:01,2011-07-07 10:11:01,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4184","3D9.1C2D4ACFB9","Bonneville Adult Fishways (combined)",2011-07-29 01:53:25,2011-07-29 03:23:59,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4185","3D9.1C2D4ACFB9","McNary Adult Fishways (combined)",2011-08-17 22:25:34,2011-08-17 23:48:03,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4186","3D9.1C2D4ACFB9","McNary Adult Fishways (combined)",2011-09-09 01:40:34,2011-09-09 03:17:31,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4187","3D9.1C2D4ACFB9","ICH - Ice Harbor Dam (Combined)",2011-10-03 04:45:54,2011-10-03 04:49:35,"Lower Snake","Lower Snake",46.249527,-118.879964
"4188","3D9.1C2D4ACFB9","Lower Granite Dam Adult Fishways (combined)",2011-10-10 09:02:18,2011-10-10 09:02:19,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"4189","3D9.1C2D4ACFB9","Lower Granite Dam Adult Fishways (combined)",2011-10-11 00:34:00,2011-10-11 02:31:54,"Lower Snake","Lower Snake-Tucannon",46.6605,-117.4283
"4190","3D9.1C2D4ACFB9","GOJ - Little Goose Dam Juvenile",2012-04-27 03:42:29,2012-04-27 03:42:38,"Lower Snake","Lower Snake-Tucannon",46.582381,-118.031607
"4191","3D9.1C2D4AD057","Bonneville Adult Fishways (combined)",2012-07-09 02:04:11,2012-07-09 03:10:37,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4192","3D9.1C2D4AD057","SJ2 - SF John Day (Murderer's)",2013-04-24 13:46:39,2013-04-24 13:46:39,"John Day","Upper John Day",44.314517,-119.539748
"4193","3D9.1C2D4AD073","Bonneville Adult Fishways (combined)",2012-07-17 08:58:18,2012-07-17 10:02:49,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4194","3D9.1C2D4AD240","Bonneville Adult Fishways (combined)",2011-08-09 01:24:57,2011-08-09 02:27:31,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4195","3D9.1C2D4AD240","BCC - BON PH2 Corner Collector",2012-05-22 03:06:09,2012-05-22 03:06:10,"Lower Columbia","Lower Columbia-Sandy",45.64814,-121.942544
"4196","3D9.1C2D4AD251","Bonneville Adult Fishways (combined)",2011-08-03 08:00:00,2011-08-03 08:08:52,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4197","3D9.1C2D4AD251","Bonneville Adult Fishways (combined)",2011-08-03 22:57:47,2011-08-03 23:04:21,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4198","3D9.1C2D4AD251","McNary Adult Fishways (combined)",2011-10-02 05:27:41,2011-10-02 06:26:20,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4199","3D9.1C2D4AD2FC","Bonneville Adult Fishways (combined)",2011-07-18 09:53:28,2011-07-18 10:41:15,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4200","3D9.1C2D4AD2FC","Bonneville Adult Fishways (combined)",2011-07-19 03:24:00,2011-07-19 04:18:50,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4201","3D9.1C2D4AD35C","Bonneville Adult Fishways (combined)",2011-07-19 00:06:28,2011-07-19 01:13:46,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4202","3D9.1C2D4AD3F8","Bonneville Adult Fishways (combined)",2012-07-22 00:02:06,2012-07-22 00:59:49,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4203","3D9.1C2D4AD3F8","McNary Adult Fishways (combined)",2012-07-30 01:40:04,2012-07-30 02:48:48,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4204","3D9.1C2D4AD3FD","Bonneville Adult Fishways (combined)",2012-08-02 00:55:08,2012-08-02 03:16:25,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4205","3D9.1C2D4AD3FD","McNary Adult Fishways (combined)",2012-08-10 00:27:23,2012-08-10 02:17:51,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4206","3D9.1C2D4AD3FD","SJ1 - SF John Day (Mid)",2013-03-01 12:23:06,2013-03-01 12:23:06,"John Day","Upper John Day",44.422105,-119.540665
"4207","3D9.1C2D4AD3FD","SJ2 - SF John Day (Murderer's)",2013-03-07 07:34:05,2013-03-07 07:36:25,"John Day","Upper John Day",44.314517,-119.539748
"4208","3D9.1C2D4AD3FD","SJ2 - SF John Day (Murderer's)",2013-03-07 17:11:54,2013-03-07 17:12:26,"John Day","Upper John Day",44.314517,-119.539748
"4209","3D9.1C2D4AD4ED","Bonneville Adult Fishways (combined)",2011-08-02 07:14:36,2011-08-02 08:25:19,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4210","3D9.1C2D4AD4EE","Bonneville Adult Fishways (combined)",2011-08-18 07:44:26,2011-08-18 09:26:19,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4211","3D9.1C2D4AD665","Bonneville Adult Fishways (combined)",2012-08-20 04:03:55,2012-08-20 05:30:30,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4212","3D9.1C2D4AD665","McNary Adult Fishways (combined)",2012-10-16 04:40:40,2012-10-16 05:35:49,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"4213","3D9.1C2D4AE224","Bonneville Adult Fishways (combined)",2012-08-15 02:04:39,2012-08-15 03:36:36,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4214","3D9.1C2D4AE224","McNary Adult Fishways (combined)",2012-08-23 01:53:31,2012-08-23 02:47:53,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"4215","3D9.1C2D4AE224","McNary Adult Fishways (combined)",2012-08-24 23:11:26,2012-08-25 01:02:56,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4216","3D9.1C2D4AE53D","Bonneville Adult Fishways (combined)",2012-08-09 06:46:17,2012-08-09 07:29:49,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4217","3D9.1C2D4AE59D","Bonneville Adult Fishways (combined)",2011-07-21 02:31:52,2011-07-21 04:21:47,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4218","3D9.1C2D4AE59D","McNary Adult Fishways (combined)",2011-08-04 23:27:34,2011-08-05 03:41:55,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4219","3D9.1C2D4AE5C2","Bonneville Adult Fishways (combined)",2011-08-01 10:11:39,2011-08-01 10:56:48,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4220","3D9.1C2D4AE5C2","Bonneville Adult Fishways (combined)",2011-08-01 22:52:27,2011-08-01 23:00:52,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4221","3D9.1C2D4AE5C2","McNary Adult Fishways (combined)",2011-10-11 23:46:00,2011-10-12 00:30:41,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"4222","3D9.1C2D4AE674","Bonneville Adult Fishways (combined)",2012-07-25 09:22:17,2012-07-25 10:39:25,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4223","3D9.1C2D4AE674","McNary Adult Fishways (combined)",2012-08-01 23:35:02,2012-08-02 01:16:37,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4224","3D9.1C2D4AE674","McNary Adult Fishways (combined)",2012-08-09 11:59:54,2012-08-09 12:11:53,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4225","3D9.1C2D4AE674","McNary Adult Fishways (combined)",2012-08-09 22:51:21,2012-08-10 02:00:17,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4226","3D9.1C2D4AE96C","Bonneville Adult Fishways (combined)",2013-08-29 00:36:58,2013-08-29 03:59:48,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4227","3D9.1C2D4AE96C","The Dalles Adult Fishways (combined)",2013-08-30 22:25:30,2013-08-30 22:25:38,"Middle Columbia","Middle Columbia-Hood",45.613918,-121.137422
"4228","3D9.1C2D4AE96C","DRM - Deschutes River mouth",2013-09-01 23:29:31,2013-09-01 23:29:31,"Deschutes","Lower Deschutes",45.631808,-120.912483
"4229","3D9.1C2D4AE9BE","Bonneville Adult Fishways (combined)",2012-07-17 06:52:41,2012-07-17 08:12:07,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4230","3D9.1C2D4AEAE9","Bonneville Adult Fishways (combined)",2011-08-15 07:22:10,2011-08-15 10:22:45,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4231","3D9.1C2D4AEDAD","Bonneville Adult Fishways (combined)",2011-08-09 05:11:22,2011-08-09 07:12:01,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4232","3D9.1C2D4AEE93","Bonneville Adult Fishways (combined)",2011-07-28 07:18:59,2011-07-28 08:10:10,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4233","3D9.1C2D4AEFCD","Bonneville Adult Fishways (combined)",2011-08-24 07:28:58,2011-08-24 09:48:08,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4234","3D9.1C2D4AEFCD","COLR4 - Columbia River - Bonneville Dam to John Day Dam (km 234-347)",2011-08-30 17:00:00,2011-08-30 17:00:00,"Middle Columbia","Middle Columbia-Hood",45.683965,-121.280668
"4235","3D9.1C2D4AF659","Bonneville Adult Fishways (combined)",2011-07-25 10:08:53,2011-07-25 10:57:23,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4236","3D9.1C2D4AF784","Bonneville Adult Fishways (combined)",2012-07-27 02:51:46,2012-07-27 04:57:56,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4237","3D9.1C2D4AF784","McNary Adult Fishways (combined)",2012-08-17 02:53:34,2012-08-17 04:03:34,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4238","3D9.1C2D4AF8E3","Bonneville Adult Fishways (combined)",2012-07-27 22:19:20,2012-07-28 01:59:05,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4239","3D9.1C2D4AF8E3","McNary Adult Fishways (combined)",2012-08-25 23:53:34,2012-08-26 02:15:12,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4240","3D9.1C2D4AFA30","Bonneville Adult Fishways (combined)",2011-07-31 07:09:24,2011-07-31 09:26:03,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4241","3D9.1C2D4AFA30","Bonneville Adult Fishways (combined)",2011-08-01 07:14:50,2011-08-01 07:26:50,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4242","3D9.1C2D4AFF64","Bonneville Adult Fishways (combined)",2011-07-15 23:05:19,2011-07-16 01:37:50,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4243","3D9.1C2D4AFF88","Bonneville Adult Fishways (combined)",2011-08-15 00:08:45,2011-08-15 01:01:56,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4244","3D9.1C2D4AFF88","McNary Adult Fishways (combined)",2011-09-01 06:14:49,2011-09-01 07:20:29,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4245","3D9.1C2D4AFF88","MCJ - McNary Dam Juvenile",2011-10-06 04:43:09,2011-10-06 04:43:21,"Middle Columbia","Middle Columbia-Lake Wallula",45.932293,-119.2999
"4246","3D9.1C2D4B0019","Bonneville Adult Fishways (combined)",2011-07-21 05:53:51,2011-07-21 08:07:40,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4247","3D9.1C2D4B0019","McNary Adult Fishways (combined)",2011-08-02 10:46:45,2011-08-02 12:10:01,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4248","3D9.1C2D4B002A","Bonneville Adult Fishways (combined)",2012-08-17 02:43:28,2012-08-17 05:36:53,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4249","3D9.1C2D4B00F6","Bonneville Adult Fishways (combined)",2011-08-13 21:54:01,2011-08-13 23:47:50,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4250","3D9.1C2D4B0142","Bonneville Adult Fishways (combined)",2011-08-03 03:24:14,2011-08-03 06:15:59,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4251","3D9.1C2D4B0142","McNary Adult Fishways (combined)",2011-08-14 00:27:48,2011-08-14 01:53:10,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4252","3D9.1C2D4B0142","ICH - Ice Harbor Dam (Combined)",2011-10-07 02:06:50,2011-10-07 02:08:53,"Lower Snake","Lower Snake",46.249527,-118.879964
"4253","3D9.1C2D4B0142","Lower Granite Dam Adult Fishways (combined)",2011-10-18 03:13:21,2011-10-18 04:43:30,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"4254","3D9.1C2D4B04B0","Bonneville Adult Fishways (combined)",2011-07-26 00:53:30,2011-07-26 02:42:29,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4255","3D9.1C2D4B04C8","Bonneville Adult Fishways (combined)",2012-09-02 23:14:18,2012-09-03 00:42:20,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4256","3D9.1C2D4B04C8","McNary Adult Fishways (combined)",2012-09-09 10:50:21,2012-09-09 11:04:39,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"4257","3D9.1C2D4B04C8","McNary Adult Fishways (combined)",2012-09-09 17:37:32,2012-09-09 17:43:25,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"4258","3D9.1C2D4B04C8","ICH - Ice Harbor Dam (Combined)",2012-09-12 00:10:06,2012-09-12 00:32:40,"Lower Snake","Lower Snake",46.249527,-118.879964
"4259","3D9.1C2D4B04C8","Lower Granite Dam Adult Fishways (combined)",2012-09-19 10:02:23,2012-09-19 11:37:58,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"4260","3D9.1C2D4B04C8","UGR - Upper Grande Ronde at rkm 155",2013-03-03 10:50:47,2013-03-03 10:50:47,"Lower Snake","Upper Grande Ronde",45.59352,-117.903379
"4261","3D9.1C2D4B04C8","UGR - Upper Grande Ronde at rkm 155",2013-03-13 01:08:23,2013-03-13 01:08:23,"Lower Snake","Upper Grande Ronde",45.59352,-117.903379
"4262","3D9.1C2D4B04C8","UGR - Upper Grande Ronde at rkm 155",2013-04-08 02:40:59,2013-04-08 02:40:59,"Lower Snake","Upper Grande Ronde",45.59352,-117.903379
"4263","3D9.1C2D4B064F","Bonneville Adult Fishways (combined)",2012-07-13 04:07:09,2012-07-13 09:43:24,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4264","3D9.1C2D4B064F","JD1 - John Day River, McDonald Ferry",2012-10-25 21:56:52,2012-10-25 22:03:22,"John Day","Lower John Day",45.59574,-120.410928
"4265","3D9.1C2D4B064F","JD1 - John Day River, McDonald Ferry",2012-10-27 13:15:40,2012-10-27 13:15:41,"John Day","Lower John Day",45.59574,-120.410928
"4266","3D9.1C2D4B0664","Bonneville Adult Fishways (combined)",2011-09-13 23:35:55,2011-09-14 00:51:14,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4267","3D9.1C2D4B08D0","Bonneville Adult Fishways (combined)",2012-07-17 08:18:43,2012-07-17 08:31:08,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4268","3D9.1C2D4B08D0","Bonneville Adult Fishways (combined)",2012-07-17 22:10:59,2012-07-17 22:19:58,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4269","3D9.1C2D4B0A90","Bonneville Adult Fishways (combined)",2011-07-30 10:08:05,2011-07-30 12:03:49,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4270","3D9.1C2D4B0A90","Bonneville Adult Fishways (combined)",2011-07-30 22:06:47,2011-07-30 22:24:14,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4271","3D9.1C2D4B0A90","McNary Adult Fishways (combined)",2011-11-30 02:01:55,2011-11-30 02:23:45,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4272","3D9.1C2D4B0AF1","Bonneville Adult Fishways (combined)",2011-07-15 07:52:32,2011-07-15 09:33:53,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4273","3D9.1C2D4B0B12","Bonneville Adult Fishways (combined)",2013-08-30 09:31:20,2013-08-30 10:44:54,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4274","3D9.1C2D4B0B12","The Dalles Adult Fishways (combined)",2013-09-23 04:51:19,2013-09-23 04:51:21,"Middle Columbia","Middle Columbia-Hood",45.619099,-121.119685
"4275","3D9.1C2D4B0C66","Bonneville Adult Fishways (combined)",2011-08-31 22:52:20,2011-08-31 23:58:21,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4276","3D9.1C2D4B0C66","McNary Adult Fishways (combined)",2011-09-12 06:27:02,2011-09-12 07:02:48,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"4277","3D9.1C2D4B0C66","ICH - Ice Harbor Dam (Combined)",2011-09-14 09:10:37,2011-09-14 09:39:34,"Lower Snake","Lower Snake",46.249527,-118.879964
"4278","3D9.1C2D4B0C66","ICH - Ice Harbor Dam (Combined)",2011-09-15 00:25:43,2011-09-15 00:29:22,"Lower Snake","Lower Snake",46.249527,-118.879964
"4279","3D9.1C2D4B0C66","Lower Granite Dam Adult Fishways (combined)",2011-09-23 03:35:08,2011-09-23 04:28:01,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"4280","3D9.1C2D4B0CD3","Bonneville Adult Fishways (combined)",2012-08-03 07:46:40,2012-08-03 09:12:24,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4281","3D9.1C2D4B0E6E","Bonneville Adult Fishways (combined)",2011-08-06 22:55:57,2011-08-07 00:28:51,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4282","3D9.1C2D4B10B8","Bonneville Adult Fishways (combined)",2011-08-13 06:12:22,2011-08-13 07:02:26,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4283","3D9.1C2D4B10B8","McNary Adult Fishways (combined)",2011-08-30 05:54:49,2011-08-30 07:20:27,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4284","3D9.1C2D4B10B8","ICH - Ice Harbor Dam (Combined)",2011-09-17 09:01:38,2011-09-17 09:03:36,"Lower Snake","Lower Snake",46.249527,-118.879964
"4285","3D9.1C2D4B10B8","Lower Granite Dam Adult Fishways (combined)",2011-09-25 01:36:14,2011-09-25 03:45:05,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"4286","3D9.1C2D4B10B8","Lower Granite Dam Adult Fishways (combined)",2012-03-19 04:38:42,2012-03-19 04:38:43,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"4287","3D9.1C2D4B10B8","Lower Granite Dam Adult Fishways (combined)",2012-03-20 03:09:43,2012-03-20 03:25:52,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"4288","3D9.1C2D4B10B8","LTR - Lower Tucannon River",2012-04-17 03:24:51,2012-04-17 03:25:14,"Lower Snake","Lower Snake-Tucannon",46.544192,-118.162901
"4289","3D9.1C2D4B10B8","MTR - Middle Tucannon River",2012-04-18 12:37:41,2012-04-18 12:37:41,"Lower Snake","Lower Snake-Tucannon",46.505239,-118.016274
"4290","3D9.1C2D4B10B8","LMJ - Lower Monumental Dam Juvenile",2012-05-11 13:44:20,2012-05-11 13:50:05,"Lower Snake","Lower Snake",46.562954,-118.543164
"4291","3D9.1C2D4B1173","Bonneville Adult Fishways (combined)",2011-08-06 01:37:20,2011-08-06 04:44:04,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4292","3D9.1C2D4B1173","McNary Adult Fishways (combined)",2011-10-13 06:58:39,2011-10-13 08:36:09,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4293","3D9.1C2D4B1173","MCJ - McNary Dam Juvenile",2011-10-20 02:27:18,2011-10-20 02:27:26,"Middle Columbia","Middle Columbia-Lake Wallula",45.932293,-119.2999
"4294","3D9.1C2D4B11A3","Bonneville Adult Fishways (combined)",2011-08-08 02:36:20,2011-08-08 06:29:06,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4295","3D9.1C2D4B1303","Bonneville Adult Fishways (combined)",2011-07-21 06:10:31,2011-07-21 10:24:53,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"4296","3D9.1C2D4B13C6","Bonneville Adult Fishways (combined)",2012-07-10 01:54:49,2012-07-10 05:02:57,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4297","3D9.1C2D4B13C6","JD1 - John Day River, McDonald Ferry",2012-10-29 17:10:41,2012-10-29 17:10:45,"John Day","Lower John Day",45.59574,-120.410928
"4298","3D9.1C2D4B13C6","SJ1 - SF John Day (Mid)",2013-03-03 08:53:34,2013-03-03 08:53:34,"John Day","Upper John Day",44.422105,-119.540665
"4299","3D9.1C2D4B13C6","SJ2 - SF John Day (Murderer's)",2013-03-12 10:17:49,2013-03-12 10:19:50,"John Day","Upper John Day",44.314517,-119.539748
"4300","3D9.1C2D4B14F3","Bonneville Adult Fishways (combined)",2011-08-21 02:05:27,2011-08-21 03:02:35,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4301","3D9.1C2D4B14F3","McNary Adult Fishways (combined)",2011-10-17 00:08:06,2011-10-17 01:40:18,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4302","3D9.1C2D4B15BE","Bonneville Adult Fishways (combined)",2011-07-28 00:02:22,2011-07-28 03:52:44,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"4303","3D9.1C2D4B15BE","McNary Adult Fishways (combined)",2011-08-07 04:36:41,2011-08-07 04:51:03,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4304","3D9.1C2D4B15BE","McNary Adult Fishways (combined)",2011-08-07 12:28:05,2011-08-07 12:28:21,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4305","3D9.1C2D4B15BE","McNary Adult Fishways (combined)",2011-08-07 19:40:55,2011-08-07 19:44:51,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"4306","3D9.1C2D4B15BE","McNary Adult Fishways (combined)",2011-08-08 06:06:30,2011-08-08 06:59:34,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"4307","3D9.1C2D4B18A3","Bonneville Adult Fishways (combined)",2011-09-04 23:26:45,2011-09-04 23:32:51,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4308","3D9.1C2D4B18A3","McNary Adult Fishways (combined)",2011-09-18 00:01:26,2011-09-18 00:38:49,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"4309","3D9.1C2D4B1A2E","Bonneville Adult Fishways (combined)",2011-08-07 01:01:21,2011-08-07 03:06:20,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"4310","3D9.1C2D4B1A74","Bonneville Adult Fishways (combined)",2012-08-26 06:50:04,2012-08-26 08:15:29,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
