"Tag Code","Mark File Name","Site Name","First Time Value","Last Time Value","First Antenna Group Name","Last Antenna Group Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Release Site Name","Count","First Obs Date Max"
"3D9.1C2C432A67","WHW08067.MS1","BO1 - Bonneville Bradford Is. Ladder","8/24/2009 6:30:33 AM","8/24/2009 7:50:07 AM","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","3/7/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","08/24/2009"
"3D9.1C2C432AA4","WHW08067.SF1","BO2 - Bonneville Cascades Is. Ladder","8/18/2009 7:43:50 AM","8/18/2009 7:52:34 AM","WEIR 45","WEIR 52","3/7/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/18/2009"
"3D9.1C2C432AA4","WHW08067.SF1","BO4 - Bonneville WA Ladder Slots","8/18/2009 9:03:18 AM","8/18/2009 9:09:38 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","3/7/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/18/2009"
"3D9.1C2C432BE5","WHW07109.MS1","BO1 - Bonneville Bradford Is. Ladder","7/17/2008 8:17:32 AM","7/17/2008 10:22:03 AM","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","4/19/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/17/2008"
"3D9.1C2C432C69","WHW07134.MS1","BO4 - Bonneville WA Ladder Slots","8/20/2008 1:17:41 PM","8/20/2008 1:38:25 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/14/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","08/20/2008"
"3D9.1C2C432C6C","WHW07123.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/6/2008 6:54:02 PM","7/7/2008 4:05:21 AM","WEIR 34","WEIR 59","5/3/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/06/2008"
"3D9.1C2C432C6C","WHW07123.SF1","BO4 - Bonneville WA Ladder Slots","7/7/2008 5:02:00 AM","7/7/2008 5:08:47 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/3/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/07/2008"
"3D9.1C2C432D4D","WHW07102.SF1","BO3 - Bonneville WA Shore Ladder/AFF","8/12/2009 7:51:40 AM","8/12/2009 8:25:45 AM","WEIR 37","WEIR 57","4/12/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/12/2009"
"3D9.1C2C432D4D","WHW07102.SF1","BO4 - Bonneville WA Ladder Slots","8/12/2009 8:57:37 AM","8/12/2009 9:11:42 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","4/12/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/12/2009"
"3D9.1C2C432D5F","WHW07130.MS1","BO1 - Bonneville Bradford Is. Ladder","7/23/2008 11:52:58 AM","7/23/2008 12:47:37 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/10/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/23/2008"
"3D9.1C2C432D6B","WHW07124.MF2","BO2 - Bonneville Cascades Is. Ladder","7/25/2009 11:56:19 AM","7/25/2009 12:16:37 PM","WEIR 45","WEIR 52","5/4/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARMF - Middle Fork John Day River","1","07/25/2009"
"3D9.1C2C432D6B","WHW07124.MF2","BO4 - Bonneville WA Ladder Slots","7/25/2009 1:44:21 PM","7/25/2009 1:51:47 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/4/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARMF - Middle Fork John Day River","1","07/25/2009"
"3D9.1C2C432DB3","WHW07102.MF1","BO1 - Bonneville Bradford Is. Ladder","7/17/2008 7:07:05 AM","7/17/2008 12:12:29 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","4/12/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARMF - Middle Fork John Day River","1","07/17/2008"
"3D9.1C2C432EDC","WHW07101.SF1","BO1 - Bonneville Bradford Is. Ladder","8/18/2009 7:53:25 AM","8/18/2009 8:40:17 AM","B-BRANCH WEIR 44","VERTICAL SLOT DETECTORS","4/11/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/18/2009"
"3D9.1C2C432F1E","WHW07101.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/24/2008 8:52:26 AM","7/24/2008 10:21:14 AM","WEIR 37","AFF SOUTH FLUME [ISO 134KHZ]","4/11/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/24/2008"
"3D9.1C2C432F1E","WHW07101.SF1","BO4 - Bonneville WA Ladder Slots","7/24/2008 12:37:04 PM","7/24/2008 12:50:34 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","4/11/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/24/2008"
"3D9.1C2C432F36","WHW08065.SF1","BO3 - Bonneville WA Shore Ladder/AFF","10/24/2009 7:14:06 PM","10/24/2009 9:00:35 PM","WEIR 34","WEIR 59","3/5/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","10/24/2009"
"3D9.1C2C432F36","WHW08065.SF1","BO4 - Bonneville WA Ladder Slots","10/25/2009 7:18:12 AM","10/25/2009 7:42:42 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","3/5/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","10/25/2009"
"3D9.1C2C432F3B","WHW07110.SF1","BO1 - Bonneville Bradford Is. Ladder","7/30/2008 1:48:22 PM","7/30/2008 4:12:16 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","4/20/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/30/2008"
"3D9.1C2C432F47","WHW07114.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/24/2008 6:51:02 PM","7/24/2008 7:25:01 PM","WEIR 34","WEIR 58","4/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/24/2008"
"3D9.1C2C432F47","WHW07114.SF1","BO4 - Bonneville WA Ladder Slots","7/25/2008 4:57:23 AM","7/25/2008 5:05:54 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","4/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/25/2008"
"3D9.1C2C65FB7D","WHW08129.SF1","BO3 - Bonneville WA Shore Ladder/AFF","8/8/2009 4:15:12 PM","8/8/2009 4:45:25 PM","WEIR 34","WEIR 59","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/08/2009"
"3D9.1C2C65FB7D","WHW08129.SF1","BO4 - Bonneville WA Ladder Slots","8/8/2009 5:46:49 PM","8/8/2009 6:00:07 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/08/2009"
"3D9.1C2C65FB8B","WHW08122.MS1","BO3 - Bonneville WA Shore Ladder/AFF","7/4/2010 7:13:46 AM","7/4/2010 7:47:56 AM","WEIR 34","WEIR 58","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/04/2010"
"3D9.1C2C65FB8B","WHW08122.MS1","BO4 - Bonneville WA Ladder Slots","7/4/2010 8:24:18 AM","7/4/2010 11:07:13 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/04/2010"
"3D9.1C2C6AF899","WHW08146.SF1","BO1 - Bonneville Bradford Is. Ladder","6/2/2008 11:29:26 PM","6/3/2008 12:10:56 AM","VERTICAL SLOT DETECTORS","B-BRANCH WEIR 44","5/25/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","06/02/2008"
"3D9.1C2C6AFC39","WHW08144.SF1","BO1 - Bonneville Bradford Is. Ladder","7/15/2009 2:23:50 PM","7/15/2009 3:45:39 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/23/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/15/2009"
"3D9.1C2C6AFEA6","WHW08122.SF1","BO2 - Bonneville Cascades Is. Ladder","8/14/2009 8:58:48 PM","8/14/2009 9:19:01 PM","WEIR 45","WEIR 52","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/14/2009"
"3D9.1C2C6AFEA6","WHW08122.SF1","BO4 - Bonneville WA Ladder Slots","8/15/2009 6:21:17 AM","8/15/2009 6:29:08 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/15/2009"
"3D9.1C2C7EF000","WHW08122.MS1","BO3 - Bonneville WA Shore Ladder/AFF","7/17/2009 4:46:30 PM","7/17/2009 5:17:07 PM","WEIR 35","WEIR 58","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/17/2009"
"3D9.1C2C7EF000","WHW08122.MS1","BO4 - Bonneville WA Ladder Slots","7/17/2009 6:30:19 PM","7/17/2009 6:41:07 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/17/2009"
"3D9.1C2C7EF103","WHW08113.MF1","BO1 - Bonneville Bradford Is. Ladder","7/14/2009 2:49:29 PM","7/14/2009 4:11:56 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","4/22/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARMF - Middle Fork John Day River","1","07/14/2009"
"3D9.1C2C7EF25B","WHW08142.SF1","BO1 - Bonneville Bradford Is. Ladder","8/22/2009 3:56:00 PM","8/22/2009 4:57:58 PM","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/21/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/22/2009"
"3D9.1C2C7EF6BE","WHW08134.MS1","BO1 - Bonneville Bradford Is. Ladder","8/16/2010 8:18:39 AM","8/16/2010 9:25:51 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/13/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","08/16/2010"
"3D9.1C2C7EF7CE","WHW08134.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/15/2010 4:14:22 PM","7/15/2010 4:54:49 PM","WEIR 34","WEIR 58","5/13/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/15/2010"
"3D9.1C2C7EF7CE","WHW08134.SF1","BO4 - Bonneville WA Ladder Slots","7/16/2010 4:01:30 AM","7/16/2010 4:11:08 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/13/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/16/2010"
"3D9.1C2C7EFBF9","WHW08137.SF1","BO1 - Bonneville Bradford Is. Ladder","8/15/2009 12:48:46 PM","8/15/2009 2:41:31 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/16/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/15/2009"
"3D9.1C2C7F0539","WHW08131.SF1","BO1 - Bonneville Bradford Is. Ladder","7/20/2009 6:24:27 AM","7/20/2009 7:24:37 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/10/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/20/2009"
"3D9.1C2C7F05B6","WHW08130.SF1","BO2 - Bonneville Cascades Is. Ladder","7/15/2010 2:53:48 PM","7/15/2010 3:01:29 PM","WEIR 45","WEIR 52","5/9/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/15/2010"
"3D9.1C2C7F05B6","WHW08130.SF1","BO4 - Bonneville WA Ladder Slots","7/15/2010 4:25:27 PM","7/15/2010 4:34:44 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/9/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/15/2010"
"3D9.1C2C7F062D","WHW08130.MS1","BO3 - Bonneville WA Shore Ladder/AFF","7/27/2009 3:17:50 PM","7/27/2009 4:02:59 PM","WEIR 34","WEIR 59","5/9/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/27/2009"
"3D9.1C2C7F062D","WHW08130.MS1","BO4 - Bonneville WA Ladder Slots","7/27/2009 4:49:58 PM","7/27/2009 4:56:28 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/9/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/27/2009"
"3D9.1C2C7F06D3","WHW08122.SF1","BO2 - Bonneville Cascades Is. Ladder","7/8/2009 2:25:21 PM","7/8/2009 2:43:18 PM","WEIR 45","WEIR 52","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/08/2009"
"3D9.1C2C7F06D3","WHW08122.SF1","BO4 - Bonneville WA Ladder Slots","7/9/2009 4:55:47 AM","7/9/2009 5:20:34 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/09/2009"
"3D9.1C2C7F0704","WHW08130.MS1","BO1 - Bonneville Bradford Is. Ladder","7/30/2009 7:11:42 AM","7/30/2009 8:24:59 AM","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/9/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/30/2009"
"3D9.1C2C7F0776","WHW08143.SF1","BO2 - Bonneville Cascades Is. Ladder","7/10/2010 2:57:37 PM","7/10/2010 3:09:36 PM","WEIR 45","WEIR 52","5/22/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/10/2010"
"3D9.1C2C7F0776","WHW08143.SF1","BO4 - Bonneville WA Ladder Slots","7/11/2010 4:56:50 AM","7/11/2010 5:03:52 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/22/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/11/2010"
"3D9.1C2C7F0889","WHW08129.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/12/2009 5:18:29 PM","7/12/2009 5:47:27 PM","WEIR 34","WEIR 59","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/12/2009"
"3D9.1C2C7F0889","WHW08129.SF1","BO4 - Bonneville WA Ladder Slots","7/12/2009 6:33:07 PM","7/12/2009 6:40:25 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/12/2009"
"3D9.1C2C7F0A14","WHW08133.SF1","BO1 - Bonneville Bradford Is. Ladder","7/22/2009 12:55:03 PM","7/22/2009 2:29:12 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/12/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/22/2009"
"3D9.1C2C7F0A88","WHW08121.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/19/2010 6:20:25 PM","7/19/2010 6:49:44 PM","WEIR 34","WEIR 59","4/30/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/19/2010"
"3D9.1C2C7F0A88","WHW08121.SF1","BO4 - Bonneville WA Ladder Slots","7/19/2010 7:19:44 PM","7/19/2010 7:26:42 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","4/30/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/19/2010"
"3D9.1C2C7F0BEB","WHW08128.SF1","BO1 - Bonneville Bradford Is. Ladder","8/4/2009 4:05:07 PM","8/4/2009 6:33:06 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/7/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/04/2009"
"3D9.1C2C7F0C50","WHW08137.SF1","BO1 - Bonneville Bradford Is. Ladder","7/16/2009 6:45:22 AM","7/16/2009 8:33:17 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/16/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/16/2009"
"3D9.1C2C7F0CC3","WHW08122.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/17/2009 11:30:04 AM","7/17/2009 12:04:06 PM","WEIR 34","WEIR 58","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/17/2009"
"3D9.1C2C7F0CC3","WHW08122.SF1","BO4 - Bonneville WA Ladder Slots","7/17/2009 12:37:07 PM","7/17/2009 12:43:50 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/1/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/17/2009"
"3D9.1C2C7F0E12","WHW08148.SF1","BO1 - Bonneville Bradford Is. Ladder","8/9/2009 2:27:52 PM","8/9/2009 3:44:25 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/27/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/09/2009"
"3D9.1C2C7F0E95","WHW08129.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/11/2009 7:32:09 AM","7/11/2009 7:32:10 AM","WEIR 37","WEIR 37","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/11/2009"
"3D9.1C2C7F0E95","WHW08129.SF1","BO4 - Bonneville WA Ladder Slots","7/11/2009 9:22:29 AM","7/11/2009 9:34:16 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/11/2009"
"3D9.1C2C7F0F18","WHW08128.SF1","BO3 - Bonneville WA Shore Ladder/AFF","9/9/2009 3:00:20 PM","9/9/2009 3:36:23 PM","WEIR 34","WEIR 58","5/7/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","09/09/2009"
"3D9.1C2C7F0F18","WHW08128.SF1","BO4 - Bonneville WA Ladder Slots","9/9/2009 4:17:21 PM","9/9/2009 4:49:02 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/7/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","09/09/2009"
"3D9.1C2C7F0F1A","WHW08140.SF1","BO1 - Bonneville Bradford Is. Ladder","8/13/2009 7:31:47 AM","8/13/2009 9:03:37 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/19/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/13/2009"
"3D9.1C2C7F0FA1","WHW08144.SF1","BO1 - Bonneville Bradford Is. Ladder","8/11/2009 9:13:20 AM","8/11/2009 10:24:03 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/23/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/11/2009"
"3D9.1C2C7F103B","WHW08130.SF1","BO1 - Bonneville Bradford Is. Ladder","8/1/2009 4:31:24 AM","8/1/2009 6:34:14 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/9/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/01/2009"
"3D9.1C2C7F107C","WHW08123.SF1","BO1 - Bonneville Bradford Is. Ladder","8/25/2010 3:08:23 PM","8/25/2010 3:59:04 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","5/2/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/25/2010"
"3D9.1C2C7F1094","WHW08114.MS1","BO1 - Bonneville Bradford Is. Ladder","8/12/2010 6:05:38 PM","8/13/2010 5:37:54 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","4/23/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","08/12/2010"
"3D9.1C2C7F10E2","WHW08115.SF1","BO1 - Bonneville Bradford Is. Ladder","8/8/2010 5:04:46 AM","8/8/2010 7:26:25 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","4/24/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/08/2010"
"3D9.1C2C7F10F5","WHW08136.MS1","BO3 - Bonneville WA Shore Ladder/AFF","7/26/2009 6:06:18 PM","7/26/2009 6:55:25 PM","WEIR 34","WEIR 59","5/15/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/26/2009"
"3D9.1C2C7F10F5","WHW08136.MS1","BO4 - Bonneville WA Ladder Slots","7/27/2009 4:37:51 AM","7/27/2009 4:50:14 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/15/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/27/2009"
"3D9.1C2C7F11D5","WHW08129.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/30/2009 5:49:19 AM","7/30/2009 6:32:11 AM","WEIR 34","WEIR 59","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/30/2009"
"3D9.1C2C7F11D5","WHW08129.SF1","BO4 - Bonneville WA Ladder Slots","7/30/2009 7:13:04 AM","7/30/2009 7:18:29 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/30/2009"
"3D9.1C2C7F1211","WHW08121.SF1","BO3 - Bonneville WA Shore Ladder/AFF","8/8/2009 8:22:49 AM","8/8/2009 9:07:57 AM","WEIR 34","WEIR 59","4/30/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/08/2009"
"3D9.1C2C7F1211","WHW08121.SF1","BO4 - Bonneville WA Ladder Slots","8/8/2009 9:45:31 AM","8/8/2009 10:10:28 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","4/30/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","08/08/2009"
"3D9.1C2C7F1272","WHW08116.MS1","BO3 - Bonneville WA Shore Ladder/AFF","7/20/2009 10:26:39 AM","7/20/2009 1:08:02 PM","WEIR 34","WEIR 59","4/25/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/20/2009"
"3D9.1C2C7F1272","WHW08116.MS1","BO4 - Bonneville WA Ladder Slots","7/20/2009 2:20:41 PM","7/20/2009 2:27:12 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","4/25/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","1","07/20/2009"
"3D9.1C2C7F12DB","WHW08302.GCA","BO3 - Bonneville WA Shore Ladder/AFF","7/10/2010 2:22:39 PM","7/10/2010 3:07:13 PM","WEIR 34","WEIR 58","10/28/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","CAMP2C - Camp Creek, Middle Fork John Day River","1","07/10/2010"
"3D9.1C2C7F12DB","WHW08302.GCA","BO4 - Bonneville WA Ladder Slots","7/10/2010 3:42:00 PM","7/10/2010 3:47:37 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","10/28/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","CAMP2C - Camp Creek, Middle Fork John Day River","1","07/10/2010"
"3D9.1C2C7F12ED","WHW08149.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/19/2010 8:57:50 AM","7/19/2010 10:55:47 AM","WEIR 34","WEIR 59","5/28/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/19/2010"
"3D9.1C2C7F12ED","WHW08149.SF1","BO4 - Bonneville WA Ladder Slots","7/19/2010 11:36:33 AM","7/19/2010 11:43:14 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/28/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/19/2010"
"3D9.1C2C7F1301","WHW08148.SF1","BO3 - Bonneville WA Shore Ladder/AFF","7/5/2009 1:09:11 PM","7/5/2009 1:12:43 PM","WEIR 54","WEIR 56","5/27/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/05/2009"
"3D9.1C2C7F1301","WHW08148.SF1","BO4 - Bonneville WA Ladder Slots","7/5/2009 1:42:58 PM","7/5/2009 1:53:29 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","5/27/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JDARSF - South Fork John Day River","1","07/05/2009"
