"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Event Site Basin Name","Event Site Info Name","Event Site Info Code","Event Site Code Value","Event Site Subbasin Code","Event Site Subbasin Name","Event Site RKM Value","Event Site RKM Total","CTH Count"
"3D9.1C2CDD9AF4","Observation","BO4 - Bonneville WA Ladder Slots","7/4/2011","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2CDD9B51","Mark","BRIDGC - Bridge Creek, John Day River Basin","1/22/2010","BRIDGC - Bridge Creek, John Day River Basin","1/22/2010","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDD9B51","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/22/2011","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2CDD9B51","Observation","BO4 - Bonneville WA Ladder Slots","8/22/2011","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2CDD9B51","Observation","MC1 - McNary Oregon Shore Ladder","10/13/2011","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1C2CDD9B51","Observation","MCJ - McNary Dam Juvenile","10/15/2011","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1C2CDD9D5D","Mark","BRIDGC - Bridge Creek, John Day River Basin","6/15/2010","BRIDGC - Bridge Creek, John Day River Basin","6/15/2010","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDD9D5D","Observation","BO1 - Bonneville Bradford Is. Ladder","7/19/2012","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","18"
"3D9.1C2CDD9D5D","Observation","BR0 - Bridge Creek Gauge","4/5/2013","","","John Day","Bridge Creek Gauge","BR0","BR0","17070204","Lower John Day","351.218.002","571","1"
"3D9.1C2CDD9D5D","Observation","BR2 - Bridge Creek Gable","4/10/2013","","","John Day","Bridge Creek Gable","BR2","BR2","17070204","Lower John Day","351.218.022","591","1"
"3D9.1C2CDD9D5D","Observation","BR2 - Bridge Creek Gable","4/11/2013","","","John Day","Bridge Creek Gable","BR2","BR2","17070204","Lower John Day","351.218.022","591","2"
"3D9.1C2CDD9D5D","Observation","BR2 - Bridge Creek Gable","4/18/2013","","","John Day","Bridge Creek Gable","BR2","BR2","17070204","Lower John Day","351.218.022","591","3"
"3D9.1C2CDD9D5D","Observation","BR2 - Bridge Creek Gable","4/19/2013","","","John Day","Bridge Creek Gable","BR2","BR2","17070204","Lower John Day","351.218.022","591","2"
"3D9.1C2CDD9D5D","Observation","BR2 - Bridge Creek Gable","4/22/2013","","","John Day","Bridge Creek Gable","BR2","BR2","17070204","Lower John Day","351.218.022","591","2"
"3D9.1C2CDD9D5D","Observation","JDJ - John Day Dam Juvenile","4/24/2011","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2CDD9D5D","Observation","MC1 - McNary Oregon Shore Ladder","8/1/2012","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1C2CDD9D5D","Recapture","BRIDGC - Bridge Creek, John Day River Basin","9/22/2010","BRIDGC - Bridge Creek, John Day River Basin","9/22/2010","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDD9DA0","Mark","JSFMC - Murderers Creek, South Fork John Day River","9/18/2009","JSFMC - Murderers Creek, South Fork John Day River","9/18/2009","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDD9DA0","Observation","B2J - Bonneville PH2 Juvenile","4/27/2010","","","Lower Columbia","Bonneville PH2 Juvenile","B2J","B2J","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2CDD9DA0","Observation","BO1 - Bonneville Bradford Is. Ladder","8/26/2012","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","20"
"3D9.1C2CDD9DA0","Observation","JD1 - John Day River, McDonald Ferry","11/1/2012","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","3"
"3D9.1C2CDD9DA0","Observation","JD1 - John Day River, McDonald Ferry","11/30/2012","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","2"
"3D9.1C2CDD9DA0","Observation","MC1 - McNary Oregon Shore Ladder","9/4/2012","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","3"
"3D9.1C2CDD9DA0","Observation","SJ1 - SF John Day (Mid)","3/12/2013","","","John Day","SF John Day (Mid)","SJ1","SJ1","17070201","Upper John Day","351.341.010","702","1"
"3D9.1C2CDD9DA0","Observation","SJ2 - SF John Day (Murderer's)","3/15/2013","","","John Day","SF John Day (Murderer's)","SJ2","SJ2","17070201","Upper John Day","351.341.027","719","2"
"3D9.1C2CDD9EB1","Mark","BRIDGC - Bridge Creek, John Day River Basin","2/10/2010","BRIDGC - Bridge Creek, John Day River Basin","2/10/2010","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDD9EB1","Observation","BO2 - Bonneville Cascades Is. Ladder","8/5/2012","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","11"
"3D9.1C2CDD9EB1","Observation","BO4 - Bonneville WA Ladder Slots","8/6/2012","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","24"
"3D9.1C2CDD9EB1","Observation","JDJ - John Day Dam Juvenile","6/16/2010","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2CDDB404","Mark","BRIDGC - Bridge Creek, John Day River Basin","2/6/2010","BRIDGC - Bridge Creek, John Day River Basin","2/6/2010","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDB404","Observation","BO1 - Bonneville Bradford Is. Ladder","8/17/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1C2CDDB404","Observation","JDJ - John Day Dam Juvenile","4/30/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","6"
"3D9.1C2CDDB408","Mark","BRIDGC - Bridge Creek, John Day River Basin","1/28/2009","BRIDGC - Bridge Creek, John Day River Basin","1/28/2009","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDB408","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/13/2011","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2CDDB408","Observation","BO4 - Bonneville WA Ladder Slots","8/13/2011","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2CDDB408","Observation","MC1 - McNary Oregon Shore Ladder","9/10/2011","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","13"
"3D9.1C2CDDBF81","Mark","JSFMC - Murderers Creek, South Fork John Day River","2/5/2010","JSFMC - Murderers Creek, South Fork John Day River","2/5/2010","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDDBF81","Observation","B2J - Bonneville PH2 Juvenile","5/23/2010","","","Lower Columbia","Bonneville PH2 Juvenile","B2J","B2J","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2CDDBF81","Observation","BO2 - Bonneville Cascades Is. Ladder","7/31/2011","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","12"
"3D9.1C2CDDBF81","Observation","BO4 - Bonneville WA Ladder Slots","7/31/2011","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2CDDBF81","Recapture","JSFMC - Murderers Creek, South Fork John Day River","2/7/2010","JSFMC - Murderers Creek, South Fork John Day River","2/7/2010","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDDC313","Mark","BRIDGC - Bridge Creek, John Day River Basin","9/24/2009","BRIDGC - Bridge Creek, John Day River Basin","9/24/2009","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDC313","Observation","BCC - BON PH2 Corner Collector","4/27/2010","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","2"
"3D9.1C2CDDC313","Observation","BO2 - Bonneville Cascades Is. Ladder","8/22/2011","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2CDDC313","Observation","BO4 - Bonneville WA Ladder Slots","8/22/2011","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","4"
"3D9.1C2CDDC6A6","Mark","JSFMC - Murderers Creek, South Fork John Day River","2/3/2010","JSFMC - Murderers Creek, South Fork John Day River","2/3/2010","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDDC6A6","Observation","BCC - BON PH2 Corner Collector","8/8/2011","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","1"
"3D9.1C2CDDC6A6","Observation","BO1 - Bonneville Bradford Is. Ladder","8/8/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","19"
"3D9.1C2CDDC6A6","Observation","BO1 - Bonneville Bradford Is. Ladder","8/10/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","14"
"3D9.1C2CDDC6A6","Observation","BO1 - Bonneville Bradford Is. Ladder","8/11/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2CDDC6A6","Observation","JDJ - John Day Dam Juvenile","5/14/2010","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2CDDC6A6","Observation","MC1 - McNary Oregon Shore Ladder","8/23/2011","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","19"
"3D9.1C2CDDC74F","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","6/22/2009","JSFBC - Black Canyon Creek, South Fork John Day River","6/22/2009","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1C2CDDC74F","Observation","BO2 - Bonneville Cascades Is. Ladder","7/18/2012","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","12"
"3D9.1C2CDDC74F","Observation","BO4 - Bonneville WA Ladder Slots","7/19/2012","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2CDDC74F","Observation","JD1 - John Day River, McDonald Ferry","11/20/2012","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","2"
"3D9.1C2CDDC74F","Recapture","JSFBC - Black Canyon Creek, South Fork John Day River","9/14/2009","JSFBC - Black Canyon Creek, South Fork John Day River","9/14/2009","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1C2CDDC896","Mark","BRIDGC - Bridge Creek, John Day River Basin","6/18/2010","BRIDGC - Bridge Creek, John Day River Basin","6/18/2010","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDC896","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/19/2012","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","3"
"3D9.1C2CDDC896","Observation","BO4 - Bonneville WA Ladder Slots","7/19/2012","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2CDDC896","Observation","BR0 - Bridge Creek Gauge","4/5/2013","","","John Day","Bridge Creek Gauge","BR0","BR0","17070204","Lower John Day","351.218.002","571","5"
"3D9.1C2CDDC896","Observation","BR0 - Bridge Creek Gauge","4/6/2013","","","John Day","Bridge Creek Gauge","BR0","BR0","17070204","Lower John Day","351.218.002","571","11"
"3D9.1C2CDDC896","Observation","BR0 - Bridge Creek Gauge","4/7/2013","","","John Day","Bridge Creek Gauge","BR0","BR0","17070204","Lower John Day","351.218.002","571","7"
"3D9.1C2CDDC896","Observation","BR0 - Bridge Creek Gauge","4/9/2013","","","John Day","Bridge Creek Gauge","BR0","BR0","17070204","Lower John Day","351.218.002","571","3"
"3D9.1C2CDDC896","Observation","BR0 - Bridge Creek Gauge","4/10/2013","","","John Day","Bridge Creek Gauge","BR0","BR0","17070204","Lower John Day","351.218.002","571","14"
"3D9.1C2CDDC896","Observation","BR0 - Bridge Creek Gauge","4/22/2013","","","John Day","Bridge Creek Gauge","BR0","BR0","17070204","Lower John Day","351.218.002","571","2"
"3D9.1C2CDDC896","Observation","BR1 - Bridge Creek Kiosk","5/10/2013","","","John Day","Bridge Creek Kiosk","BR1","BR1","17070204","Lower John Day","351.218.014","583","2"
"3D9.1C2CDDC896","Observation","BR2 - Bridge Creek Gable","5/12/2013","","","John Day","Bridge Creek Gable","BR2","BR2","17070204","Lower John Day","351.218.022","591","2"
"3D9.1C2CDDC896","Observation","MC1 - McNary Oregon Shore Ladder","8/4/2012","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","22"
"3D9.1C2CDDC896","Recapture","BRIDGC - Bridge Creek, John Day River Basin","9/21/2010","BRIDGC - Bridge Creek, John Day River Basin","9/21/2010","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDC896","Recapture","BRIDGC - Bridge Creek, John Day River Basin","4/22/2013","BRIDGC - Bridge Creek, John Day River Basin","4/22/2013","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDDF30","Mark","BRIDGC - Bridge Creek, John Day River Basin","6/17/2009","BRIDGC - Bridge Creek, John Day River Basin","6/17/2009","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDDF30","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/26/2011","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2CDDDF30","Observation","BO4 - Bonneville WA Ladder Slots","7/26/2011","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2CDDDF30","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","6"
"3D9.1C2CDDDF30","Recapture","BRIDGC - Bridge Creek, John Day River Basin","9/22/2009","BRIDGC - Bridge Creek, John Day River Basin","9/22/2009","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDDF94","Mark","BRIDGC - Bridge Creek, John Day River Basin","9/25/2009","BRIDGC - Bridge Creek, John Day River Basin","9/25/2009","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDDF94","Observation","BO1 - Bonneville Bradford Is. Ladder","8/8/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","16"
"3D9.1C2CDDDF94","Observation","JDJ - John Day Dam Juvenile","8/15/2011","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","6"
"3D9.1C2CDDE29A","Mark","BRIDGC - Bridge Creek, John Day River Basin","9/22/2008","BRIDGC - Bridge Creek, John Day River Basin","9/22/2008","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDE29A","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/22/2010","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","22"
"3D9.1C2CDDE29A","Observation","BO4 - Bonneville WA Ladder Slots","7/22/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2CDDE29A","Observation","JD1 - John Day River, McDonald Ferry","12/11/2010","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","17"
"3D9.1C2CDDE29A","Observation","JDJ - John Day Dam Juvenile","4/17/2009","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2CDDE29A","Observation","MC1 - McNary Oregon Shore Ladder","8/2/2010","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","8"
"3D9.1C2CDDE54F","Mark","JSFMC - Murderers Creek, South Fork John Day River","12/30/2008","JSFMC - Murderers Creek, South Fork John Day River","12/30/2008","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDDE54F","Observation","BCC - BON PH2 Corner Collector","5/29/2009","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","1"
"3D9.1C2CDDE54F","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/12/2011","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","3"
"3D9.1C2CDDE54F","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/13/2011","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","3"
"3D9.1C2CDDE54F","Observation","BO4 - Bonneville WA Ladder Slots","7/13/2011","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2CDDE7AB","Mark","BRIDGC - Bridge Creek, John Day River Basin","1/22/2010","BRIDGC - Bridge Creek, John Day River Basin","1/22/2010","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDDE7AB","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/21/2012","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","12"
"3D9.1C2CDDE7AB","Observation","BO4 - Bonneville WA Ladder Slots","7/21/2012","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2CDDFB66","Mark","JSFMC - Murderers Creek, South Fork John Day River","9/19/2009","JSFMC - Murderers Creek, South Fork John Day River","9/19/2009","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDDFB66","Observation","BCC - BON PH2 Corner Collector","4/27/2010","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","2"
"3D9.1C2CDDFB66","Observation","BO2 - Bonneville Cascades Is. Ladder","8/2/2011","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","11"
"3D9.1C2CDDFB66","Observation","BO4 - Bonneville WA Ladder Slots","8/3/2011","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2CDDFB66","Observation","MC1 - McNary Oregon Shore Ladder","9/17/2011","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","33"
"3D9.1C2CDE0A54","Mark","BRIDGC - Bridge Creek, John Day River Basin","1/16/2009","BRIDGC - Bridge Creek, John Day River Basin","1/16/2009","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDE0A54","Observation","BO1 - Bonneville Bradford Is. Ladder","8/14/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","19"
"3D9.1C2CDE1367","Mark","BRIDGC - Bridge Creek, John Day River Basin","9/24/2008","BRIDGC - Bridge Creek, John Day River Basin","9/24/2008","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2CDE1367","Observation","BO2 - Bonneville Cascades Is. Ladder","7/18/2010","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2CDE1367","Observation","BO4 - Bonneville WA Ladder Slots","7/18/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2CDE1367","Observation","MC1 - McNary Oregon Shore Ladder","11/23/2010","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","8"
"3D9.1C2CDE1526","Mark","BEAR2C - Bear Creek, John Day River Basin","10/1/2008","BEAR2C - Bear Creek, John Day River Basin","10/1/2008","John Day","Bear Creek, John Day River Basin","BEAR2C","BEAR2C","17070204","Lower John Day","351.218.009","578","1"
"3D9.1C2CDE1526","Observation","BO3 - Bonneville WA Shore Ladder/AFF","6/30/2010","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2CDE1526","Observation","BO4 - Bonneville WA Ladder Slots","6/30/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2CDE1526","Observation","JD1 - John Day River, McDonald Ferry","11/8/2010","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","6"
"3D9.1C2CDE1526","Observation","JDJ - John Day Dam Juvenile","4/12/2011","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","6"
"3D9.1C2CDE1526","Observation","MC1 - McNary Oregon Shore Ladder","7/11/2010","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","7"
"3D9.1C2CDE1707","Mark","JSFMC - Murderers Creek, South Fork John Day River","6/23/2009","JSFMC - Murderers Creek, South Fork John Day River","6/23/2009","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDE1707","Observation","BO1 - Bonneville Bradford Is. Ladder","7/25/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","19"
"3D9.1C2CDE1707","Observation","JDJ - John Day Dam Juvenile","4/24/2010","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2CDE1707","Recapture","JDARSF - South Fork John Day River","1/14/2010","JDARSF - South Fork John Day River","1/14/2010","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1C2CDE1901","Mark","JSFMC - Murderers Creek, South Fork John Day River","2/3/2010","JSFMC - Murderers Creek, South Fork John Day River","2/3/2010","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDE1901","Observation","B2J - Bonneville PH2 Juvenile","5/24/2010","","","Lower Columbia","Bonneville PH2 Juvenile","B2J","B2J","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2CDE1901","Observation","BO2 - Bonneville Cascades Is. Ladder","7/27/2012","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","11"
"3D9.1C2CDE1901","Observation","BO4 - Bonneville WA Ladder Slots","7/27/2012","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2CDE1901","Observation","MC1 - McNary Oregon Shore Ladder","8/14/2012","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","12"
"3D9.1C2CDE219A","Mark","JSFMC - Murderers Creek, South Fork John Day River","12/30/2008","JSFMC - Murderers Creek, South Fork John Day River","12/31/2008","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2CDE219A","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/10/2010","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2CDE219A","Observation","BO4 - Bonneville WA Ladder Slots","7/10/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2CDE219A","Observation","JD1 - John Day River, McDonald Ferry","10/5/2010","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","6"
"3D9.1C2CDE219A","Observation","JDJ - John Day Dam Juvenile","5/20/2009","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2CDE219A","Observation","JDJ - John Day Dam Juvenile","8/1/2010","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","4"
"3D9.1C2CDE219A","Observation","JDJ - John Day Dam Juvenile","6/10/2011","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","5"
"3D9.1C2CDF5F59","Mark","BRIDGC - Bridge Creek, John Day River Basin","6/15/2009","BRIDGC - Bridge Creek, John Day River Basin","6/15/2009","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
