"day","year","temp","date"
132,2012,9.685,"2012-05-11"
133,2012,9.769,"2012-05-12"
134,2012,9.935,"2012-05-13"
135,2012,10.15,"2012-05-14"
136,2012,10.324,"2012-05-15"
137,2012,10.384,"2012-05-16"
138,2012,10.222,"2012-05-17"
139,2012,10.025,"2012-05-18"
140,2012,9.896,"2012-05-19"
141,2012,9.919,"2012-05-20"
142,2012,10.037,"2012-05-21"
143,2012,10.201,"2012-05-22"
144,2012,10.35,"2012-05-23"
145,2012,10.451,"2012-05-24"
146,2012,10.495,"2012-05-25"
147,2012,10.718,"2012-05-26"
148,2012,11.113,"2012-05-27"
149,2012,11.426,"2012-05-28"
150,2012,11.505,"2012-05-29"
151,2012,11.583,"2012-05-30"
152,2012,11.688,"2012-05-31"
153,2012,11.868,"2012-06-01"
154,2012,12.111,"2012-06-02"
155,2012,12.245,"2012-06-03"
156,2012,12.116,"2012-06-04"
157,2012,11.859,"2012-06-05"
158,2012,11.602,"2012-06-06"
159,2012,11.572,"2012-06-07"
160,2012,11.597,"2012-06-08"
161,2012,11.734,"2012-06-09"
162,2012,11.956,"2012-06-10"
163,2012,12.222,"2012-06-11"
164,2012,12.333,"2012-06-12"
165,2012,12.486,"2012-06-13"
166,2012,12.688,"2012-06-14"
167,2012,12.602,"2012-06-15"
168,2012,12.678,"2012-06-16"
169,2012,12.711,"2012-06-17"
170,2012,12.824,"2012-06-18"
171,2012,12.873,"2012-06-19"
172,2012,12.667,"2012-06-20"
173,2012,12.782,"2012-06-21"
174,2012,12.984,"2012-06-22"
175,2012,12.979,"2012-06-23"
176,2012,12.817,"2012-06-24"
177,2012,12.586,"2012-06-25"
178,2012,12.389,"2012-06-26"
179,2012,12.309,"2012-06-27"
180,2012,12.616,"2012-06-28"
181,2012,12.903,"2012-06-29"
182,2012,13.049,"2012-06-30"
183,2012,13.137,"2012-07-01"
184,2012,13.289,"2012-07-02"
185,2012,13.25,"2012-07-03"
186,2012,13.319,"2012-07-04"
187,2012,13.296,"2012-07-05"
188,2012,13.563,"2012-07-06"
189,2012,13.975,"2012-07-07"
190,2012,14.208,"2012-07-08"
191,2012,14.375,"2012-07-09"
192,2012,14.609,"2012-07-10"
193,2012,14.637,"2012-07-11"
194,2012,14.833,"2012-07-12"
195,2012,14.917,"2012-07-13"
196,2012,15.068,"2012-07-14"
197,2012,14.986,"2012-07-15"
198,2012,15.056,"2012-07-16"
199,2012,15.319,"2012-07-17"
200,2012,15.282,"2012-07-18"
201,2012,15.222,"2012-07-19"
202,2012,15.481,"2012-07-20"
203,2012,15.616,"2012-07-21"
204,2012,15.877,"2012-07-22"
205,2012,15.975,"2012-07-23"
206,2012,16.067,"2012-07-24"
207,2012,16.162,"2012-07-25"
208,2012,16.403,"2012-07-26"
209,2012,16.641,"2012-07-27"
210,2012,16.669,"2012-07-28"
211,2012,16.795,"2012-07-29"
212,2012,16.826,"2012-07-30"
213,2012,17.127,"2012-07-31"
214,2012,17.162,"2012-08-01"
215,2012,17.167,"2012-08-02"
216,2012,17.169,"2012-08-03"
217,2012,17.204,"2012-08-04"
218,2012,17.032,"2012-08-05"
219,2012,17.171,"2012-08-06"
220,2012,17.264,"2012-08-07"
221,2012,17.345,"2012-08-08"
222,2012,17.465,"2012-08-09"
223,2012,17.343,"2012-08-10"
224,2012,17.38,"2012-08-11"
225,2012,17.47,"2012-08-12"
226,2012,17.604,"2012-08-13"
227,2012,17.627,"2012-08-14"
228,2012,17.861,"2012-08-15"
229,2012,17.866,"2012-08-16"
230,2012,17.773,"2012-08-17"
231,2012,17.808,"2012-08-18"
232,2012,17.819,"2012-08-19"
233,2012,17.988,"2012-08-20"
234,2012,17.963,"2012-08-21"
235,2012,18.012,"2012-08-22"
236,2012,18.035,"2012-08-23"
237,2012,18.016,"2012-08-24"
238,2012,17.995,"2012-08-25"
239,2012,17.961,"2012-08-26"
240,2012,17.919,"2012-08-27"
241,2012,17.9,"2012-08-28"
242,2012,17.905,"2012-08-29"
243,2012,17.917,"2012-08-30"
244,2012,18.125,"2012-08-31"
245,2012,18.046,"2012-09-01"
246,2012,18.15,"2012-09-02"
247,2012,18.289,"2012-09-03"
248,2012,18.352,"2012-09-04"
249,2012,18.229,"2012-09-05"
250,2012,18.095,"2012-09-06"
251,2012,18.106,"2012-09-07"
252,2012,18.241,"2012-09-08"
253,2012,18.317,"2012-09-09"
254,2012,18.262,"2012-09-10"
255,2012,18.053,"2012-09-11"
256,2012,17.882,"2012-09-12"
257,2012,18.05,"2012-09-13"
258,2012,17.809,"2012-09-14"
259,2012,17.66,"2012-09-15"
260,2012,17.819,"2012-09-16"
261,2012,17.739,"2012-09-17"
262,2012,18,"2012-09-18"
263,2012,17.935,"2012-09-19"
264,2012,NA,"2012-09-20"
265,2012,NA,"2012-09-21"
266,2012,NA,"2012-09-22"
267,2012,NA,"2012-09-23"
268,2012,NA,"2012-09-24"
269,2012,NA,"2012-09-25"
270,2012,NA,"2012-09-26"
271,2012,NA,"2012-09-27"
272,2012,NA,"2012-09-28"
273,2012,NA,"2012-09-29"
274,2012,NA,"2012-09-30"
275,2012,NA,"2012-10-01"
276,2012,NA,"2012-10-02"
277,2012,NA,"2012-10-03"
278,2012,NA,"2012-10-04"
279,2012,NA,"2012-10-05"
280,2012,NA,"2012-10-06"
281,2012,NA,"2012-10-07"
282,2012,NA,"2012-10-08"
283,2012,NA,"2012-10-09"
284,2012,NA,"2012-10-10"
285,2012,NA,"2012-10-11"
286,2012,NA,"2012-10-12"
287,2012,NA,"2012-10-13"
288,2012,NA,"2012-10-14"
289,2012,NA,"2012-10-15"
290,2012,NA,"2012-10-16"
291,2012,NA,"2012-10-17"
292,2012,NA,"2012-10-18"
293,2012,NA,"2012-10-19"
294,2012,NA,"2012-10-20"
295,2012,NA,"2012-10-21"
296,2012,NA,"2012-10-22"
297,2012,NA,"2012-10-23"
298,2012,NA,"2012-10-24"
299,2012,NA,"2012-10-25"
300,2012,NA,"2012-10-26"
301,2012,NA,"2012-10-27"
302,2012,NA,"2012-10-28"
303,2012,NA,"2012-10-29"
304,2012,NA,"2012-10-30"
305,2012,NA,"2012-10-31"
306,2012,NA,"2012-11-01"
307,2012,NA,"2012-11-02"
308,2012,NA,"2012-11-03"
309,2012,NA,"2012-11-04"
310,2012,NA,"2012-11-05"
311,2012,NA,"2012-11-06"
312,2012,NA,"2012-11-07"
313,2012,NA,"2012-11-08"
314,2012,NA,"2012-11-09"
315,2012,NA,"2012-11-10"
316,2012,NA,"2012-11-11"
317,2012,NA,"2012-11-12"
318,2012,NA,"2012-11-13"
319,2012,NA,"2012-11-14"
320,2012,NA,"2012-11-15"
321,2012,NA,"2012-11-16"
322,2012,NA,"2012-11-17"
323,2012,NA,"2012-11-18"
324,2012,NA,"2012-11-19"
325,2012,NA,"2012-11-20"
326,2012,NA,"2012-11-21"
327,2012,NA,"2012-11-22"
328,2012,NA,"2012-11-23"
329,2012,NA,"2012-11-24"
330,2012,NA,"2012-11-25"
331,2012,NA,"2012-11-26"
332,2012,NA,"2012-11-27"
333,2012,NA,"2012-11-28"
334,2012,NA,"2012-11-29"
335,2012,NA,"2012-11-30"
336,2012,NA,"2012-12-01"
337,2012,NA,"2012-12-02"
338,2012,NA,"2012-12-03"
339,2012,NA,"2012-12-04"
340,2012,NA,"2012-12-05"
341,2012,NA,"2012-12-06"
342,2012,NA,"2012-12-07"
343,2012,NA,"2012-12-08"
344,2012,NA,"2012-12-09"
345,2012,NA,"2012-12-10"
346,2012,NA,"2012-12-11"
347,2012,NA,"2012-12-12"
348,2012,NA,"2012-12-13"
349,2012,NA,"2012-12-14"
350,2012,NA,"2012-12-15"
351,2012,NA,"2012-12-16"
352,2012,NA,"2012-12-17"
353,2012,NA,"2012-12-18"
354,2012,NA,"2012-12-19"
355,2012,NA,"2012-12-20"
356,2012,NA,"2012-12-21"
357,2012,NA,"2012-12-22"
358,2012,NA,"2012-12-23"
359,2012,NA,"2012-12-24"
360,2012,NA,"2012-12-25"
361,2012,NA,"2012-12-26"
362,2012,NA,"2012-12-27"
363,2012,NA,"2012-12-28"
364,2012,NA,"2012-12-29"
365,2012,NA,"2012-12-30"
366,2012,NA,"2012-12-31"
1,2013,NA,"2013-01-01"
2,2013,NA,"2013-01-02"
3,2013,NA,"2013-01-03"
4,2013,NA,"2013-01-04"
5,2013,NA,"2013-01-05"
6,2013,NA,"2013-01-06"
7,2013,NA,"2013-01-07"
8,2013,NA,"2013-01-08"
9,2013,NA,"2013-01-09"
10,2013,NA,"2013-01-10"
11,2013,NA,"2013-01-11"
12,2013,NA,"2013-01-12"
13,2013,NA,"2013-01-13"
14,2013,NA,"2013-01-14"
15,2013,NA,"2013-01-15"
16,2013,NA,"2013-01-16"
17,2013,NA,"2013-01-17"
18,2013,NA,"2013-01-18"
19,2013,NA,"2013-01-19"
20,2013,NA,"2013-01-20"
21,2013,NA,"2013-01-21"
22,2013,NA,"2013-01-22"
23,2013,NA,"2013-01-23"
24,2013,NA,"2013-01-24"
25,2013,NA,"2013-01-25"
26,2013,NA,"2013-01-26"
27,2013,NA,"2013-01-27"
28,2013,NA,"2013-01-28"
29,2013,NA,"2013-01-29"
30,2013,NA,"2013-01-30"
31,2013,NA,"2013-01-31"
32,2013,NA,"2013-02-01"
33,2013,NA,"2013-02-02"
34,2013,NA,"2013-02-03"
35,2013,NA,"2013-02-04"
36,2013,NA,"2013-02-05"
37,2013,NA,"2013-02-06"
38,2013,NA,"2013-02-07"
39,2013,NA,"2013-02-08"
40,2013,NA,"2013-02-09"
41,2013,NA,"2013-02-10"
42,2013,NA,"2013-02-11"
43,2013,NA,"2013-02-12"
44,2013,NA,"2013-02-13"
45,2013,NA,"2013-02-14"
46,2013,NA,"2013-02-15"
47,2013,NA,"2013-02-16"
48,2013,NA,"2013-02-17"
49,2013,NA,"2013-02-18"
50,2013,NA,"2013-02-19"
51,2013,NA,"2013-02-20"
52,2013,NA,"2013-02-21"
53,2013,NA,"2013-02-22"
54,2013,NA,"2013-02-23"
55,2013,NA,"2013-02-24"
56,2013,NA,"2013-02-25"
57,2013,NA,"2013-02-26"
58,2013,NA,"2013-02-27"
59,2013,NA,"2013-02-28"
60,2013,NA,"2013-03-01"
61,2013,NA,"2013-03-02"
62,2013,NA,"2013-03-03"
63,2013,NA,"2013-03-04"
64,2013,NA,"2013-03-05"
65,2013,NA,"2013-03-06"
66,2013,NA,"2013-03-07"
67,2013,NA,"2013-03-08"
68,2013,NA,"2013-03-09"
69,2013,NA,"2013-03-10"
70,2013,NA,"2013-03-11"
71,2013,NA,"2013-03-12"
72,2013,NA,"2013-03-13"
73,2013,NA,"2013-03-14"
74,2013,NA,"2013-03-15"
75,2013,NA,"2013-03-16"
76,2013,NA,"2013-03-17"
77,2013,NA,"2013-03-18"
78,2013,NA,"2013-03-19"
79,2013,NA,"2013-03-20"
80,2013,NA,"2013-03-21"
81,2013,NA,"2013-03-22"
82,2013,NA,"2013-03-23"
83,2013,NA,"2013-03-24"
84,2013,NA,"2013-03-25"
85,2013,NA,"2013-03-26"
86,2013,NA,"2013-03-27"
87,2013,NA,"2013-03-28"
88,2013,NA,"2013-03-29"
89,2013,NA,"2013-03-30"
90,2013,5.7,"2013-03-31"
91,2013,5.71,"2013-04-01"
92,2013,5.831,"2013-04-02"
93,2013,5.831,"2013-04-03"
94,2013,5.802,"2013-04-04"
95,2013,5.76,"2013-04-05"
96,2013,6.012,"2013-04-06"
97,2013,6.127,"2013-04-07"
98,2013,6.07,"2013-04-08"
99,2013,5.881,"2013-04-09"
100,2013,5.808,"2013-04-10"
101,2013,5.982,"2013-04-11"
102,2013,6.05,"2013-04-12"
103,2013,5.908,"2013-04-13"
104,2013,5.991,"2013-04-14"
105,2013,6.123,"2013-04-15"
106,2013,6.111,"2013-04-16"
107,2013,6.253,"2013-04-17"
108,2013,6.435,"2013-04-18"
109,2013,6.618,"2013-04-19"
110,2013,6.872,"2013-04-20"
111,2013,6.982,"2013-04-21"
112,2013,6.933,"2013-04-22"
113,2013,7.032,"2013-04-23"
114,2013,7.087,"2013-04-24"
115,2013,7.426,"2013-04-25"
116,2013,7.733,"2013-04-26"
117,2013,8.036,"2013-04-27"
118,2013,8.316,"2013-04-28"
119,2013,8.304,"2013-04-29"
120,2013,8.07,"2013-04-30"
121,2013,7.983,"2013-05-01"
122,2013,8.069,"2013-05-02"
123,2013,8.391,"2013-05-03"
124,2013,8.907,"2013-05-04"
125,2013,9.324,"2013-05-05"
126,2013,9.519,"2013-05-06"
127,2013,9.556,"2013-05-07"
128,2013,9.691,"2013-05-08"
129,2013,9.876,"2013-05-09"
130,2013,9.847,"2013-05-10"
131,2013,9.909,"2013-05-11"
132,2013,9.872,"2013-05-12"
133,2013,9.854,"2013-05-13"
134,2013,9.828,"2013-05-14"
135,2013,10.048,"2013-05-15"
136,2013,9.952,"2013-05-16"
137,2013,10.079,"2013-05-17"
138,2013,10.634,"2013-05-18"
139,2013,10.815,"2013-05-19"
140,2013,10.986,"2013-05-20"
141,2013,11.069,"2013-05-21"
142,2013,10.965,"2013-05-22"
143,2013,11.088,"2013-05-23"
144,2013,11.135,"2013-05-24"
145,2013,11.235,"2013-05-25"
146,2013,11.398,"2013-05-26"
147,2013,11.59,"2013-05-27"
148,2013,11.778,"2013-05-28"
149,2013,11.947,"2013-05-29"
150,2013,11.984,"2013-05-30"
151,2013,12.262,"2013-05-31"
152,2013,12.471,"2013-06-01"
153,2013,12.523,"2013-06-02"
154,2013,12.624,"2013-06-03"
155,2013,12.859,"2013-06-04"
156,2013,13.003,"2013-06-05"
157,2013,13.13,"2013-06-06"
158,2013,13.352,"2013-06-07"
159,2013,13.508,"2013-06-08"
160,2013,13.477,"2013-06-09"
161,2013,13.357,"2013-06-10"
162,2013,13.227,"2013-06-11"
163,2013,12.904,"2013-06-12"
164,2013,12.824,"2013-06-13"
165,2013,13.178,"2013-06-14"
166,2013,13.449,"2013-06-15"
167,2013,13.497,"2013-06-16"
168,2013,13.592,"2013-06-17"
169,2013,13.772,"2013-06-18"
170,2013,13.529,"2013-06-19"
171,2013,13.316,"2013-06-20"
172,2013,13.348,"2013-06-21"
173,2013,13.35,"2013-06-22"
174,2013,13.464,"2013-06-23"
175,2013,13.768,"2013-06-24"
176,2013,14.079,"2013-06-25"
177,2013,14.184,"2013-06-26"
178,2013,14.377,"2013-06-27"
179,2013,14.679,"2013-06-28"
180,2013,14.978,"2013-06-29"
181,2013,15.235,"2013-06-30"
182,2013,15.439,"2013-07-01"
183,2013,15.579,"2013-07-02"
184,2013,15.899,"2013-07-03"
185,2013,16.019,"2013-07-04"
186,2013,15.949,"2013-07-05"
187,2013,15.74,"2013-07-06"
188,2013,15.868,"2013-07-07"
189,2013,16.058,"2013-07-08"
190,2013,16.333,"2013-07-09"
191,2013,16.463,"2013-07-10"
192,2013,16.356,"2013-07-11"
193,2013,16.611,"2013-07-12"
194,2013,16.505,"2013-07-13"
195,2013,16.359,"2013-07-14"
196,2013,16.292,"2013-07-15"
197,2013,16.611,"2013-07-16"
198,2013,16.961,"2013-07-17"
199,2013,17.061,"2013-07-18"
200,2013,17.308,"2013-07-19"
201,2013,17.488,"2013-07-20"
202,2013,17.744,"2013-07-21"
203,2013,17.925,"2013-07-22"
204,2013,17.981,"2013-07-23"
205,2013,17.942,"2013-07-24"
206,2013,18.06,"2013-07-25"
207,2013,18.098,"2013-07-26"
208,2013,18.249,"2013-07-27"
209,2013,18.346,"2013-07-28"
210,2013,18.302,"2013-07-29"
211,2013,18.036,"2013-07-30"
212,2013,17.765,"2013-07-31"
213,2013,17.891,"2013-08-01"
214,2013,17.985,"2013-08-02"
215,2013,18.203,"2013-08-03"
216,2013,18.379,"2013-08-04"
217,2013,18.511,"2013-08-05"
218,2013,18.854,"2013-08-06"
219,2013,18.96,"2013-08-07"
220,2013,19.066,"2013-08-08"
221,2013,19.278,"2013-08-09"
222,2013,19.34,"2013-08-10"
223,2013,19.339,"2013-08-11"
224,2013,19.333,"2013-08-12"
225,2013,19.456,"2013-08-13"
226,2013,NA,"2013-08-14"
227,2013,19.269,"2013-08-15"
228,2013,19.177,"2013-08-16"
229,2013,19.319,"2013-08-17"
230,2013,19.367,"2013-08-18"
231,2013,19.391,"2013-08-19"
232,2013,19.286,"2013-08-20"
233,2013,19.228,"2013-08-21"
234,2013,19.15,"2013-08-22"
235,2013,19.266,"2013-08-23"
236,2013,19.19,"2013-08-24"
237,2013,19.131,"2013-08-25"
238,2013,19.273,"2013-08-26"
239,2013,19.414,"2013-08-27"
240,2013,19.55,"2013-08-28"
241,2013,19.588,"2013-08-29"
242,2013,19.726,"2013-08-30"
243,2013,19.851,"2013-08-31"
244,2013,19.965,"2013-09-01"
245,2013,20.067,"2013-09-02"
246,2013,20.074,"2013-09-03"
247,2013,20.059,"2013-09-04"
248,2013,20.085,"2013-09-05"
249,2013,20.044,"2013-09-06"
250,2013,19.8,"2013-09-07"
251,2013,19.652,"2013-09-08"
252,2013,19.739,"2013-09-09"
253,2013,20.1,"2013-09-10"
254,2013,20.119,"2013-09-11"
255,2013,19.978,"2013-09-12"
256,2013,20.019,"2013-09-13"
257,2013,20.151,"2013-09-14"
258,2013,20.158,"2013-09-15"
259,2013,20.087,"2013-09-16"
260,2013,20.027,"2013-09-17"
261,2013,20.068,"2013-09-18"
262,2013,19.809,"2013-09-19"
263,2013,19.626,"2013-09-20"
264,2013,19.65,"2013-09-21"
265,2013,19.568,"2013-09-22"
266,2013,19.269,"2013-09-23"
267,2013,18.757,"2013-09-24"
268,2013,18.672,"2013-09-25"
269,2013,18.713,"2013-09-26"
270,2013,18.596,"2013-09-27"
271,2013,18.352,"2013-09-28"
272,2013,18.081,"2013-09-29"
273,2013,17.593,"2013-09-30"
274,2013,17.222,"2013-10-01"
275,2013,17.114,"2013-10-02"
276,2013,17.118,"2013-10-03"
277,2013,17.295,"2013-10-04"
278,2013,17.258,"2013-10-05"
279,2013,17.288,"2013-10-06"
280,2013,17.247,"2013-10-07"
281,2013,17.13,"2013-10-08"
282,2013,17.119,"2013-10-09"
283,2013,17.174,"2013-10-10"
284,2013,17.169,"2013-10-11"
285,2013,17.016,"2013-10-12"
286,2013,16.957,"2013-10-13"
287,2013,16.921,"2013-10-14"
288,2013,16.819,"2013-10-15"
289,2013,16.947,"2013-10-16"
290,2013,16.959,"2013-10-17"
291,2013,16.847,"2013-10-18"
292,2013,16.783,"2013-10-19"
293,2013,16.737,"2013-10-20"
294,2013,16.636,"2013-10-21"
295,2013,16.589,"2013-10-22"
296,2013,16.477,"2013-10-23"
297,2013,16.368,"2013-10-24"
298,2013,16.118,"2013-10-25"
299,2013,15.952,"2013-10-26"
300,2013,15.799,"2013-10-27"
301,2013,15.489,"2013-10-28"
302,2013,15.106,"2013-10-29"
303,2013,14.848,"2013-10-30"
304,2013,14.781,"2013-10-31"
305,2013,14.653,"2013-11-01"
306,2013,14.652,"2013-11-02"
307,2013,14.498,"2013-11-03"
308,2013,14.225,"2013-11-04"
309,2013,13.998,"2013-11-05"
310,2013,13.998,"2013-11-06"
311,2013,13.878,"2013-11-07"
312,2013,13.649,"2013-11-08"
313,2013,13.356,"2013-11-09"
314,2013,13.336,"2013-11-10"
315,2013,13.285,"2013-11-11"
316,2013,13.286,"2013-11-12"
317,2013,13.287,"2013-11-13"
318,2013,13.167,"2013-11-14"
319,2013,13.008,"2013-11-15"
320,2013,12.758,"2013-11-16"
321,2013,12.566,"2013-11-17"
322,2013,12.323,"2013-11-18"
323,2013,12.169,"2013-11-19"
324,2013,11.815,"2013-11-20"
325,2013,11.452,"2013-11-21"
326,2013,11.176,"2013-11-22"
327,2013,11.002,"2013-11-23"
328,2013,10.886,"2013-11-24"
329,2013,10.778,"2013-11-25"
330,2013,10.792,"2013-11-26"
331,2013,10.675,"2013-11-27"
332,2013,10.586,"2013-11-28"
333,2013,10.569,"2013-11-29"
334,2013,10.495,"2013-11-30"
335,2013,10.447,"2013-12-01"
336,2013,10.288,"2013-12-02"
337,2013,9.854,"2013-12-03"
338,2013,9.399,"2013-12-04"
339,2013,9.023,"2013-12-05"
340,2013,8.902,"2013-12-06"
341,2013,8.616,"2013-12-07"
342,2013,8.419,"2013-12-08"
343,2013,8.269,"2013-12-09"
344,2013,8.167,"2013-12-10"
345,2013,8.194,"2013-12-11"
346,2013,8.263,"2013-12-12"
347,2013,8.238,"2013-12-13"
348,2013,8.081,"2013-12-14"
349,2013,8.018,"2013-12-15"
350,2013,8.031,"2013-12-16"
351,2013,7.948,"2013-12-17"
352,2013,7.84,"2013-12-18"
353,2013,7.475,"2013-12-19"
354,2013,7.136,"2013-12-20"
355,2013,6.902,"2013-12-21"
356,2013,6.611,"2013-12-22"
357,2013,6.476,"2013-12-23"
358,2013,6.336,"2013-12-24"
359,2013,6.197,"2013-12-25"
360,2013,6.183,"2013-12-26"
361,2013,6.066,"2013-12-27"
362,2013,5.939,"2013-12-28"
363,2013,5.73,"2013-12-29"
364,2013,5.615,"2013-12-30"
365,2013,5.511,"2013-12-31"
1,2014,5.417,"2014-01-01"
2,2014,5.358,"2014-01-02"
3,2014,5.265,"2014-01-03"
4,2014,5.159,"2014-01-04"
5,2014,4.904,"2014-01-05"
6,2014,4.669,"2014-01-06"
7,2014,4.638,"2014-01-07"
8,2014,4.486,"2014-01-08"
9,2014,4.365,"2014-01-09"
10,2014,4.342,"2014-01-10"
11,2014,4.35,"2014-01-11"
12,2014,4.378,"2014-01-12"
13,2014,4.321,"2014-01-13"
14,2014,4.213,"2014-01-14"
15,2014,4.152,"2014-01-15"
16,2014,4.027,"2014-01-16"
17,2014,3.822,"2014-01-17"
18,2014,3.645,"2014-01-18"
19,2014,3.528,"2014-01-19"
20,2014,3.47,"2014-01-20"
21,2014,3.394,"2014-01-21"
22,2014,3.346,"2014-01-22"
23,2014,3.363,"2014-01-23"
24,2014,3.389,"2014-01-24"
25,2014,NA,"2014-01-25"
26,2014,NA,"2014-01-26"
27,2014,NA,"2014-01-27"
28,2014,3.239,"2014-01-28"
29,2014,3.214,"2014-01-29"
30,2014,3.18,"2014-01-30"
31,2014,3.193,"2014-01-31"
32,2014,3.063,"2014-02-01"
33,2014,2.931,"2014-02-02"
34,2014,2.731,"2014-02-03"
35,2014,2.647,"2014-02-04"
36,2014,2.49,"2014-02-05"
37,2014,2.23,"2014-02-06"
38,2014,2.286,"2014-02-07"
39,2014,2.26,"2014-02-08"
40,2014,2.129,"2014-02-09"
41,2014,2.078,"2014-02-10"
42,2014,2.15,"2014-02-11"
43,2014,2.322,"2014-02-12"
44,2014,2.555,"2014-02-13"
45,2014,2.665,"2014-02-14"
46,2014,3.443,"2014-02-15"
47,2014,2.652,"2014-02-16"
48,2014,2.718,"2014-02-17"
49,2014,2.743,"2014-02-18"
50,2014,2.7,"2014-02-19"
51,2014,2.663,"2014-02-20"
52,2014,2.712,"2014-02-21"
53,2014,2.633,"2014-02-22"
54,2014,2.6,"2014-02-23"
55,2014,2.633,"2014-02-24"
56,2014,2.659,"2014-02-25"
57,2014,2.662,"2014-02-26"
58,2014,2.729,"2014-02-27"
59,2014,2.79,"2014-02-28"
60,2014,2.735,"2014-03-01"
61,2014,2.618,"2014-03-02"
62,2014,2.486,"2014-03-03"
63,2014,2.4,"2014-03-04"
64,2014,2.4,"2014-03-05"
65,2014,2.4,"2014-03-06"
66,2014,2.4,"2014-03-07"
67,2014,2.4,"2014-03-08"
68,2014,2.4,"2014-03-09"
69,2014,2.4,"2014-03-10"
70,2014,2.4,"2014-03-11"
71,2014,2.976,"2014-03-12"
72,2014,3.355,"2014-03-13"
73,2014,3.48,"2014-03-14"
74,2014,3.525,"2014-03-15"
75,2014,3.495,"2014-03-16"
76,2014,3.483,"2014-03-17"
77,2014,3.381,"2014-03-18"
78,2014,3.347,"2014-03-19"
79,2014,3.241,"2014-03-20"
80,2014,3.205,"2014-03-21"
81,2014,3.168,"2014-03-22"
82,2014,3.189,"2014-03-23"
83,2014,3.262,"2014-03-24"
84,2014,3.28,"2014-03-25"
85,2014,3.35,"2014-03-26"
86,2014,3.46,"2014-03-27"
87,2014,3.414,"2014-03-28"
88,2014,3.412,"2014-03-29"
89,2014,3.616,"2014-03-30"
90,2014,3.665,"2014-03-31"
91,2014,3.886,"2014-04-01"
92,2014,4.042,"2014-04-02"
93,2014,4.057,"2014-04-03"
94,2014,4.1,"2014-04-04"
95,2014,4.1,"2014-04-05"
96,2014,4.1,"2014-04-06"
97,2014,4.1,"2014-04-07"
98,2014,4.1,"2014-04-08"
99,2014,4.1,"2014-04-09"
100,2014,4.761,"2014-04-10"
101,2014,5.825,"2014-04-11"
102,2014,5.431,"2014-04-12"
103,2014,5.4,"2014-04-13"
104,2014,5.514,"2014-04-14"
105,2014,5.685,"2014-04-15"
106,2014,6.194,"2014-04-16"
107,2014,6.343,"2014-04-17"
108,2014,6.6,"2014-04-18"
109,2014,6.513,"2014-04-19"
110,2014,6.1,"2014-04-20"
111,2014,6.1,"2014-04-21"
112,2014,6.327,"2014-04-22"
113,2014,7.147,"2014-04-23"
114,2014,7.067,"2014-04-24"
115,2014,NA,"2014-04-25"
116,2014,NA,"2014-04-26"
117,2014,NA,"2014-04-27"
118,2014,NA,"2014-04-28"
119,2014,NA,"2014-04-29"
120,2014,NA,"2014-04-30"
121,2014,NA,"2014-05-01"
122,2014,NA,"2014-05-02"
123,2014,NA,"2014-05-03"
124,2014,NA,"2014-05-04"
125,2014,NA,"2014-05-05"
126,2014,NA,"2014-05-06"
127,2014,NA,"2014-05-07"
128,2014,9.1,"2014-05-08"
129,2014,9.411,"2014-05-09"
130,2014,9.5,"2014-05-10"
131,2014,9.65,"2014-05-11"
132,2014,9.769,"2014-05-12"
133,2014,9.831,"2014-05-13"
134,2014,9.938,"2014-05-14"
135,2014,10.177,"2014-05-15"
136,2014,10.323,"2014-05-16"
137,2014,10.362,"2014-05-17"
138,2014,10.312,"2014-05-18"
139,2014,10.48,"2014-05-19"
140,2014,10.642,"2014-05-20"
141,2014,10.9,"2014-05-21"
142,2014,11.158,"2014-05-22"
143,2014,11.324,"2014-05-23"
144,2014,11.3,"2014-05-24"
145,2014,11.243,"2014-05-25"
146,2014,11.176,"2014-05-26"
147,2014,11.268,"2014-05-27"
148,2014,11.595,"2014-05-28"
149,2014,11.684,"2014-05-29"
150,2014,11.826,"2014-05-30"
151,2014,12.019,"2014-05-31"
152,2014,12.375,"2014-06-01"
153,2014,12.565,"2014-06-02"
154,2014,12.679,"2014-06-03"
155,2014,12.828,"2014-06-04"
156,2014,13.016,"2014-06-05"
157,2014,13.031,"2014-06-06"
158,2014,13.043,"2014-06-07"
159,2014,12.953,"2014-06-08"
160,2014,13.156,"2014-06-09"
161,2014,13.406,"2014-06-10"
162,2014,13.442,"2014-06-11"
163,2014,13.467,"2014-06-12"
164,2014,13.167,"2014-06-13"
165,2014,13.106,"2014-06-14"
166,2014,13.405,"2014-06-15"
167,2014,13.231,"2014-06-16"
168,2014,13.093,"2014-06-17"
169,2014,13.431,"2014-06-18"
170,2014,13.893,"2014-06-19"
171,2014,14.144,"2014-06-20"
172,2014,14.322,"2014-06-21"
173,2014,14.4,"2014-06-22"
174,2014,14.369,"2014-06-23"
175,2014,14.477,"2014-06-24"
176,2014,14.728,"2014-06-25"
177,2014,14.814,"2014-06-26"
178,2014,14.759,"2014-06-27"
179,2014,14.94,"2014-06-28"
180,2014,15.089,"2014-06-29"
181,2014,15.117,"2014-06-30"
182,2014,15.071,"2014-07-01"
183,2014,15.047,"2014-07-02"
184,2014,15.265,"2014-07-03"
185,2014,15.495,"2014-07-04"
186,2014,15.711,"2014-07-05"
187,2014,15.867,"2014-07-06"
188,2014,NA,"2014-07-07"
189,2014,16,"2014-07-08"
